,LV,Myocardium,RV,whole,index
101,0.0,0.0,0.0,0.0,101
102,0.0,0.0,0.0,0.0,102
103,0.01808863430810974,0.36736922572895053,0.7574047954866009,0.5106445890005914,103
104,0.0,0.0,0.0,0.0,104
105,0.11253746536221229,0.15389460724664653,0.0,0.17530787078350885,105
106,0.0,0.10932969892206666,0.6915163984025172,0.5666577781163892,106
107,0.11487575777762973,0.018136743215031316,0.0,0.23003969531166185,107
108,0.01671517050966346,0.02305650006986818,0.0,0.027860416166002336,108
109,0.6864237084501401,0.6916882369859074,0.853514576998748,0.820574268850131,109
110,0.0,0.0,0.0,0.0,110
111,0.14358279715543515,0.8148685027956099,0.7403012323140119,0.4444034440344403,111
112,0.1672800478122739,0.0,0.0,0.24928724162508908,112
113,0.21299126167620852,0.09999064925349874,0.8700026130128038,0.2537169480962697,113
114,0.11057510404842981,0.25675275749262133,0.5263557792762845,0.3317634145096237,114
115,0.0,0.08754066363044892,0.0,0.12753752136552016,115
116,0.0,0.0,0.0,0.0,116
117,0.012105576503274458,0.07016378009441929,0.0,0.0845224317271819,117
118,0.0,0.02476172230470808,0.0,0.0173125475894682,118
119,0.0,0.15145917990395272,0.3168566127749801,0.3424790626275188,119
120,0.23792310220177457,0.11065435676258507,0.6143734819259894,0.4059590316573557,120
121,0.5910526702416807,0.2361437908496732,0.8262421081526214,0.4414493480441324,121
122,0.09603050788698214,0.32266021535980266,0.8323303397833534,0.5227544910179641,122
123,0.0,0.0,0.0,0.0,123
124,0.1767097082735533,0.05254585369308123,0.0,0.2769957019365432,124
125,0.3610980760206476,0.07871014268788956,0.0,0.38202247191011235,125
126,0.0,0.1132369299221357,0.2318942318942319,0.40019324959184355,126
127,0.0,0.01599732497976136,0.40182066454255805,0.18553515450067173,127
128,0.0,0.025593181571946212,0.2970317297850563,0.19933242675237978,128
129,0.0,0.12426404691949042,0.3984606275902901,0.35136185090862004,129
130,0.0,0.0,0.0,0.0,130
131,0.6479463537300922,0.2855371900826446,0.8844331445741361,0.6316753686910324,131
132,0.43022839916202543,0.19486923652550991,0.8973204528565808,0.5082007085073759,132
133,0.0,0.1457757704569607,0.8001309186122627,0.35861779602601374,133
134,0.0,0.0,0.0,0.0,134
135,0.2673989799921538,0.33668981957173977,0.8882719004308282,0.5024725910650029,135
136,0.006466736722981165,0.05720967373944787,0.0,0.13105770211773624,136
137,0.0,0.09951128210460643,0.6354384698664742,0.39960532807104093,137
138,0.0,0.0,0.0,0.0,138
139,0.0,0.0,0.0,0.0,139
140,0.4150761635257993,0.10380455254802777,0.34069108979544666,0.34222039655993064,140
141,0.0,0.11779630300833635,0.1435523114355231,0.34613623768101975,141
142,0.0,0.0,0.0,0.0,142
143,0.2609262883235486,0.196144079218034,0.9025479094076655,0.39571765347672766,143
144,0.0,0.0012716622248677607,0.0,0.0009883396944558348,144
145,0.0,0.13372675347175225,0.6977786438035853,0.3530058651026393,145
146,0.561105513171153,0.41550109072244323,0.6072154471544715,0.6270731799463524,146
147,0.0,0.0,0.0,0.0,147
148,0.0,0.0,0.0,0.0,148
149,0.0,0.14291354125542835,0.290716081571841,0.4102235739821781,149
150,0.0,0.20912180066714467,0.46058458813108943,0.3879417352754908,150
