,LV,Myocardium,RV,whole,index
101,0.2725282743524261,0.5348119955377649,0.7264708476669313,1.0,101
102,0.5067632850241546,0.5903901046622264,0.6663493574488338,1.0,102
103,0.9091899745731928,0.8727990784926773,0.9135965636874277,1.0,103
104,0.577957363801031,0.6964816904297877,0.7207886343867788,1.0,104
105,0.7020408163265306,0.7124948012595805,0.7263513513513513,1.0,105
106,0.0,0.32383738835848475,0.35031629338348436,1.0,106
107,0.5512820512820513,0.5342170956357063,0.8205478116775514,1.0,107
108,0.6280110850564912,0.6845568461406419,0.7885439531723634,1.0,108
109,0.2078122985690344,0.4166611657535151,0.6621857107294,1.0,109
110,0.8115755627009646,0.6744123692912682,0.7272464187527131,1.0,110
111,0.9562962002334328,0.8664140217906205,0.8732574907867329,1.0,111
112,0.594867176947321,0.6066210963677792,0.7283623517537219,1.0,112
113,0.3328555502468546,0.5503502124239292,0.7600289835979185,1.0,113
114,0.5075136612021858,0.8116704232406712,0.800947276579833,1.0,114
115,0.0,0.5337637880010762,0.5989686030638556,1.0,115
116,0.5793693212185996,0.682747625979067,0.7389255419415646,1.0,116
117,0.0,0.5017712780452357,0.8060871269022272,1.0,117
118,0.6487514863258026,0.6990263043162331,0.888680659670165,1.0,118
119,0.8485269701532878,0.6164082388336033,0.8228519075976704,1.0,119
120,0.0024554941682013503,0.5014389317370784,0.1248138218647602,1.0,120
121,0.8673293354144418,0.6840018656716418,0.8750998060910231,1.0,121
122,0.029744584545748465,0.5273626186281752,0.32314744079449964,1.0,122
123,0.8243427254634964,0.7381387739389856,0.8741258741258742,1.0,123
124,0.6792036337394405,0.5498060576050178,0.7552018690224137,1.0,124
125,0.7595075668470164,0.6389431016363909,0.868898081985709,1.0,125
126,0.3271433653504091,0.31848351298253064,0.5218006795016987,1.0,126
127,0.6667943500119703,0.5391680692474152,0.8384037443034856,1.0,127
128,0.37319840539711746,0.5102787947057167,0.7094084954346963,1.0,128
129,0.0,0.30463158405512286,0.18667449368946287,1.0,129
130,0.8325765170725954,0.713916130196739,0.8783646521076689,1.0,130
131,0.40185232827373296,0.4797687861271676,0.764978581069186,1.0,131
132,0.5838532110091743,0.6175599503200535,0.836659762756543,1.0,132
133,0.5121137073328308,0.6552579365079365,0.898254468980021,1.0,133
134,0.0069510268562401265,0.49227251943301326,0.07252494244052188,1.0,134
135,0.5052792654934966,0.62925823198919,0.8161218424962853,1.0,135
136,0.5755472504004271,0.6186868686868687,0.8121140454605177,1.0,136
137,0.6285909712722298,0.6457547881164228,0.8520282476597142,1.0,137
138,0.9553010712966383,0.891280554542138,0.899035589314671,1.0,138
139,0.14123446206600943,0.4246913580246914,0.4790563312469909,1.0,139
140,0.6843407564510428,0.3810041812557365,0.6941161519888169,1.0,140
141,0.7439898776887389,0.5125954986578567,0.8016179444750874,1.0,141
142,0.4450852557673019,0.555229500027684,0.3662862159789289,1.0,142
143,0.0,0.5026091337675892,0.6294075581715166,1.0,143
144,0.8561228132809711,0.6834763948497854,0.7654587094166779,1.0,144
145,0.48544600938967136,0.7106598984771574,0.7027607691481362,1.0,145
146,0.8313231952455864,0.7898202263815935,0.9135099212000379,1.0,146
147,0.9580540234761703,0.7813144329896907,0.8499646698594645,1.0,147
148,0.0,0.4877581726166051,0.4138658628485305,1.0,148
149,0.6777550475851641,0.6099228707401126,0.7695743562795586,1.0,149
150,0.6398285626817695,0.6592384458870264,0.8727868852459016,1.0,150
