brats_name,ED,TC,ET,WT
BraTS-GLI-00122-000_AUCseg_t2.nii.gz,0.3434,0.4963,0.9068,0.5772
BraTS-GLI-01442-000_AUCseg_cc.nii.gz,0.3552,0,0.7188,0.9081
BraTS-GLI-01442-000_AUCseg_t2.nii.gz,0.5535,0.9609,0.7188,0.9081
BraTS-GLI-00188-000_AUCseg_cc.nii.gz,0.5022,0.8424,0.7633,0.8992
BraTS-GLI-00188-000_AUCseg_t2.nii.gz,0.4861,0.7486,0.7633,0.8991
BraTS-GLI-00429-000_AUCseg_cc.nii.gz,0.7439,0.1996,0.8546,0.8224
BraTS-GLI-00429-000_AUCseg_t2.nii.gz,0.5102,0.0023,0.8546,0.8224
BraTS-GLI-01182-000_AUCseg_cc.nii.gz,0.1143,0,0.0149,0.5859
BraTS-GLI-01182-000_AUCseg_t2.nii.gz,0.0835,0,0.0149,0.5863
BraTS-GLI-00222-000_AUCseg_cc.nii.gz,0.8673,0,0.7374,0.9104
BraTS-GLI-00222-000_AUCseg_t2.nii.gz,0.5966,0.003,0.7374,0.9104
BraTS-GLI-00514-001_AUCseg_cc.nii.gz,0.6031,0,0.165,0.9124
BraTS-GLI-00514-001_AUCseg_t2.nii.gz,0.228,0.0055,0.165,0.9118
BraTS-GLI-00599-000_AUCseg_cc.nii.gz,0.8654,0.0536,0.7456,0.8969
BraTS-GLI-00599-000_AUCseg_t2.nii.gz,0.2812,0.1434,0.7456,0.8968
BraTS-GLI-00134-000_AUCseg_cc.nii.gz,0.0573,0.0011,0.1688,0.7105
BraTS-GLI-00134-000_AUCseg_t2.nii.gz,0.0837,0.8089,0.1688,0.7107
BraTS-GLI-00243-000_AUCseg_cc.nii.gz,0.1236,0,0.0108,0.8364
BraTS-GLI-00243-000_AUCseg_t2.nii.gz,0.0944,0,0.0108,0.8366
BraTS-GLI-00221-000_AUCseg_cc.nii.gz,0.4518,0.0055,0.5568,0.912
BraTS-GLI-00221-000_AUCseg_t2.nii.gz,0.5298,0.6772,0.5568,0.9121
BraTS-GLI-00216-000_AUCseg_cc.nii.gz,0.7833,0.0569,0.8272,0.9068
BraTS-GLI-00216-000_AUCseg_t2.nii.gz,0.5239,0.37,0.8272,0.9068
BraTS-GLI-00642-000_AUCseg_cc.nii.gz,0.0156,0,0.001,0.0712
BraTS-GLI-00642-000_AUCseg_t2.nii.gz,0.03,0.0001,0.001,0.0714
BraTS-GLI-01201-000_AUCseg_cc.nii.gz,0.648,0.1225,0.3056,0.8506
BraTS-GLI-01201-000_AUCseg_t2.nii.gz,0.6246,0.6113,0.3056,0.8509
BraTS-GLI-01437-000_AUCseg_cc.nii.gz,0.0425,0.0033,0,0.9383
BraTS-GLI-01437-000_AUCseg_t2.nii.gz,0.0371,0.0184,0,0.9383
BraTS-GLI-01224-000_AUCseg_cc.nii.gz,0.4908,0.848,0.7361,0.6899
BraTS-GLI-01224-000_AUCseg_t2.nii.gz,0.4799,0.8045,0.7361,0.6899
BraTS-GLI-01403-000_AUCseg_cc.nii.gz,0.6119,0.0606,0.8997,0.9214
BraTS-GLI-01403-000_AUCseg_t2.nii.gz,0.6545,0.426,0.8997,0.9214
BraTS-GLI-01077-000_AUCseg_cc.nii.gz,0.1378,0,0.0912,0.1511
BraTS-GLI-01077-000_AUCseg_t2.nii.gz,0.1788,0,0.0912,0.1512
BraTS-GLI-01216-000_AUCseg_cc.nii.gz,0.7356,0.0002,0.5073,0.8323
BraTS-GLI-01216-000_AUCseg_t2.nii.gz,0.2121,0.1203,0.5073,0.8323
BraTS-GLI-00457-000_AUCseg_cc.nii.gz,0.0498,0.0056,0.4634,0.5453
BraTS-GLI-00457-000_AUCseg_t2.nii.gz,0.0612,0.7628,0.4634,0.5452
BraTS-GLI-00123-000_AUCseg_cc.nii.gz,0.6918,0,0.4068,0.6385
BraTS-GLI-00123-000_AUCseg_t2.nii.gz,0.4686,0.0091,0.4068,0.6385
BraTS-GLI-00300-000_AUCseg_cc.nii.gz,0.3404,0.022,0.674,0.5336
BraTS-GLI-00300-000_AUCseg_t2.nii.gz,0.1762,0.4869,0.674,0.5336
BraTS-GLI-01464-000_AUCseg_cc.nii.gz,0.6275,0,0.7946,0.7715
BraTS-GLI-01464-000_AUCseg_t2.nii.gz,0.5709,0.3365,0.7946,0.7715
BraTS-GLI-00478-000_AUCseg_cc.nii.gz,0,0,0,0
BraTS-GLI-00478-000_AUCseg_t2.nii.gz,0,0,0,0
BraTS-GLI-01244-000_AUCseg_cc.nii.gz,0.8842,0.7704,0.7944,0.91
BraTS-GLI-01244-000_AUCseg_t2.nii.gz,0.4072,0.0836,0.7944,0.9097
BraTS-GLI-01108-000_AUCseg_cc.nii.gz,0,0,0,0
BraTS-GLI-01108-000_AUCseg_t2.nii.gz,0,0,0,0
BraTS-GLI-00397-000_AUCseg_cc.nii.gz,0.5599,0.0045,0.7371,0.8317
BraTS-GLI-00397-000_AUCseg_t2.nii.gz,0.5594,0.4576,0.7371,0.8316
BraTS-GLI-00064-000_AUCseg_cc.nii.gz,0.3595,0.0076,0.3093,0.5367
BraTS-GLI-00064-000_AUCseg_t2.nii.gz,0.3014,0.2374,0.3093,0.5365
BraTS-GLI-01293-000_AUCseg_cc.nii.gz,0.5672,0.0002,0.3318,0.5168
BraTS-GLI-01293-000_AUCseg_t2.nii.gz,0.5669,0.2014,0.3318,0.5168
BraTS-GLI-00356-000_AUCseg_cc.nii.gz,0.5066,0,0.6894,0.8095
BraTS-GLI-00356-000_AUCseg_t2.nii.gz,0.404,0.4925,0.6894,0.8095
BraTS-GLI-00583-000_AUCseg_cc.nii.gz,0.8235,0.0329,0.5945,0.8152
BraTS-GLI-00583-000_AUCseg_t2.nii.gz,0.5969,0.1128,0.5945,0.8146
BraTS-GLI-01056-000_AUCseg_cc.nii.gz,0.6238,0.0213,0.4387,0.8149
BraTS-GLI-01056-000_AUCseg_t2.nii.gz,0.6628,0.4671,0.4387,0.8152
BraTS-GLI-00094-000_AUCseg_cc.nii.gz,0.4769,0.0008,0.6266,0.9486
BraTS-GLI-00094-000_AUCseg_t2.nii.gz,0.6385,0.8354,0.6266,0.9482
BraTS-GLI-00206-000_AUCseg_cc.nii.gz,0.3556,0,0.7594,0.4926
BraTS-GLI-00206-000_AUCseg_t2.nii.gz,0.347,0.2293,0.7594,0.4926
BraTS-GLI-01658-000_AUCseg_cc.nii.gz,0.7615,0,0.4261,0.7138
BraTS-GLI-01658-000_AUCseg_t2.nii.gz,0.6346,0.0323,0.4261,0.7138
BraTS-GLI-01297-000_AUCseg_cc.nii.gz,0.0376,0.01,0.0161,0.3868
BraTS-GLI-01297-000_AUCseg_t2.nii.gz,0.0385,0.069,0.0161,0.3882
BraTS-GLI-00645-001_AUCseg_cc.nii.gz,0.041,0.4187,0.287,0.0902
BraTS-GLI-00645-001_AUCseg_t2.nii.gz,0.0438,0.0298,0.287,0.0903
BraTS-GLI-01073-000_AUCseg_cc.nii.gz,0.863,0.7988,0.7303,0.8496
BraTS-GLI-01073-000_AUCseg_t2.nii.gz,0.4071,0.1289,0.7303,0.8492
BraTS-GLI-00557-000_AUCseg_cc.nii.gz,0.9244,0.8596,0.712,0.955
BraTS-GLI-00557-000_AUCseg_t2.nii.gz,0.6972,0.0921,0.712,0.955
BraTS-GLI-00703-001_AUCseg_cc.nii.gz,0.851,0.0001,0.6821,0.9208
BraTS-GLI-00703-001_AUCseg_t2.nii.gz,0.5561,0.1773,0.6821,0.9207
BraTS-GLI-00282-000_AUCseg_cc.nii.gz,0.8577,0.774,0.9041,0.8879
BraTS-GLI-00282-000_AUCseg_t2.nii.gz,0.5274,0.144,0.9041,0.8879
BraTS-GLI-01469-000_AUCseg_cc.nii.gz,0.6613,0.0181,0.3,0.7156
BraTS-GLI-01469-000_AUCseg_t2.nii.gz,0.6507,0.0591,0.3,0.7159
BraTS-GLI-01209-000_AUCseg_cc.nii.gz,0.6913,0.032,0.6218,0.7919
BraTS-GLI-01209-000_AUCseg_t2.nii.gz,0.3829,0.284,0.6218,0.7916
BraTS-GLI-01013-000_AUCseg_cc.nii.gz,0.8664,0.8111,0.7998,0.8889
BraTS-GLI-01013-000_AUCseg_t2.nii.gz,0.6626,0.0223,0.7998,0.8889
BraTS-GLI-00523-000_AUCseg_cc.nii.gz,0.504,0,0.0935,0.5077
BraTS-GLI-00523-000_AUCseg_t2.nii.gz,0.2708,0.0029,0.0935,0.5078
BraTS-GLI-00714-001_AUCseg_cc.nii.gz,0.6911,0.0393,0.815,0.8662
BraTS-GLI-00714-001_AUCseg_t2.nii.gz,0.7045,0.6994,0.815,0.866
BraTS-GLI-01266-000_AUCseg_cc.nii.gz,0.8637,0.0455,0.565,0.8834
BraTS-GLI-01266-000_AUCseg_t2.nii.gz,0.6865,0.0094,0.565,0.8834
BraTS-GLI-01220-000_AUCseg_cc.nii.gz,0.4893,0.9666,0.8864,0.7823
BraTS-GLI-01220-000_AUCseg_t2.nii.gz,0.5353,0.7989,0.8864,0.7823
BraTS-GLI-01020-000_AUCseg_cc.nii.gz,0.7924,0,0.1449,0.6557
BraTS-GLI-01020-000_AUCseg_t2.nii.gz,0.4146,0.0003,0.1449,0.6557
BraTS-GLI-00736-001_AUCseg_cc.nii.gz,0.8088,0.0642,0.7557,0.8717
BraTS-GLI-00736-001_AUCseg_t2.nii.gz,0.5823,0.0103,0.7557,0.8717
BraTS-GLI-00804-000_AUCseg_cc.nii.gz,0.8133,0.0344,0.8698,0.9196
BraTS-GLI-00804-000_AUCseg_t2.nii.gz,0.695,0.4446,0.8698,0.9196
BraTS-GLI-01155-000_AUCseg_cc.nii.gz,0.8445,0.0572,0.7635,0.9322
BraTS-GLI-01155-000_AUCseg_t2.nii.gz,0.4716,0.0953,0.7635,0.9314
BraTS-GLI-00559-000_AUCseg_cc.nii.gz,0.2189,0.0293,0.6193,0.5802
BraTS-GLI-00559-000_AUCseg_t2.nii.gz,0.2083,0.6523,0.6193,0.5802
BraTS-GLI-00112-000_AUCseg_cc.nii.gz,0.7505,0.0084,0.5453,0.8811
BraTS-GLI-00112-000_AUCseg_t2.nii.gz,0.6163,0.2203,0.5453,0.8811
BraTS-GLI-01391-000_AUCseg_cc.nii.gz,0.7182,0.0111,0.6193,0.8122
BraTS-GLI-01391-000_AUCseg_t2.nii.gz,0.6566,0.2662,0.6193,0.8122
BraTS-GLI-00510-001_AUCseg_cc.nii.gz,0.1389,0.0154,0.2907,0.2827
BraTS-GLI-00510-001_AUCseg_t2.nii.gz,0.1346,0.5498,0.2907,0.2828
BraTS-GLI-01663-000_AUCseg_cc.nii.gz,0.85,0,0.1942,0.9278
BraTS-GLI-01663-000_AUCseg_t2.nii.gz,0.2819,0.0165,0.1942,0.9278
BraTS-GLI-01263-000_AUCseg_cc.nii.gz,0.1051,0,0.0243,0.1658
BraTS-GLI-01263-000_AUCseg_t2.nii.gz,0.1125,0.1309,0.0243,0.1658
BraTS-GLI-00734-000_AUCseg_cc.nii.gz,0.4252,0.0129,0.3698,0.5163
BraTS-GLI-00734-000_AUCseg_t2.nii.gz,0.1492,0.2189,0.3698,0.5163
BraTS-GLI-01188-000_AUCseg_cc.nii.gz,0.2757,0.0221,0.0184,0.4526
BraTS-GLI-01188-000_AUCseg_t2.nii.gz,0.0297,0.0229,0.0184,0.4529
BraTS-GLI-01365-000_AUCseg_cc.nii.gz,0.0559,0,0.0127,0.0789
BraTS-GLI-01365-000_AUCseg_t2.nii.gz,0.0651,0,0.0127,0.0794
BraTS-GLI-01274-000_AUCseg_cc.nii.gz,0.7339,0.5965,0.7148,0.8005
BraTS-GLI-01274-000_AUCseg_t2.nii.gz,0.5452,0.2619,0.7148,0.8005
BraTS-GLI-00059-000_AUCseg_cc.nii.gz,0.5717,0.9171,0.7483,0.6454
BraTS-GLI-00059-000_AUCseg_t2.nii.gz,0.4368,0.1253,0.7483,0.6452
BraTS-GLI-01138-000_AUCseg_cc.nii.gz,0.7394,0,0.0477,0.6821
BraTS-GLI-01138-000_AUCseg_t2.nii.gz,0.6808,0.0001,0.0477,0.6821
BraTS-GLI-00728-000_AUCseg_cc.nii.gz,0.2208,0,0.1412,0.2219
BraTS-GLI-00728-000_AUCseg_t2.nii.gz,0.2446,0,0.1412,0.2219
BraTS-GLI-01443-000_AUCseg_cc.nii.gz,0.1417,0.0007,0.5075,0.2828
BraTS-GLI-01443-000_AUCseg_t2.nii.gz,0.069,0.1484,0.5075,0.2828
BraTS-GLI-01432-000_AUCseg_cc.nii.gz,0.5382,0.0172,0.1865,0.928
BraTS-GLI-01432-000_AUCseg_t2.nii.gz,0.3652,0.6632,0.1865,0.928
BraTS-GLI-01168-000_AUCseg_cc.nii.gz,0.3166,0.0001,0.6205,0.904
BraTS-GLI-01168-000_AUCseg_t2.nii.gz,0.5833,0.8954,0.6205,0.904
BraTS-GLI-01127-000_AUCseg_cc.nii.gz,0.6509,0.9283,0.8116,0.8771
BraTS-GLI-01127-000_AUCseg_t2.nii.gz,0.6305,0.7017,0.8116,0.8771
BraTS-GLI-00454-000_AUCseg_cc.nii.gz,0.7676,0.0061,0.5073,0.8249
BraTS-GLI-00454-000_AUCseg_t2.nii.gz,0.4411,0.2379,0.5073,0.8245
BraTS-GLI-01485-000_AUCseg_cc.nii.gz,0.4977,0.0027,0.0383,0.6968
BraTS-GLI-01485-000_AUCseg_t2.nii.gz,0.1688,0.0112,0.0383,0.6971
BraTS-GLI-01445-000_AUCseg_cc.nii.gz,0.572,0.0016,0.4968,0.8703
BraTS-GLI-01445-000_AUCseg_t2.nii.gz,0.4969,0.4334,0.4968,0.8703
BraTS-GLI-00072-000_AUCseg_cc.nii.gz,0.4869,0.0084,0.5833,0.8492
BraTS-GLI-00072-000_AUCseg_t2.nii.gz,0.4403,0.4387,0.5833,0.8492
BraTS-GLI-00250-000_AUCseg_cc.nii.gz,0.8716,0.5108,0.8981,0.8937
BraTS-GLI-00250-000_AUCseg_t2.nii.gz,0.44,0.0121,0.8981,0.8937
BraTS-GLI-01167-000_AUCseg_cc.nii.gz,0.0715,0.0164,0.039,0.3324
BraTS-GLI-01167-000_AUCseg_t2.nii.gz,0.0315,0.2829,0.039,0.3341
BraTS-GLI-00611-000_AUCseg_cc.nii.gz,0.2349,0.009,0.4629,0.3743
BraTS-GLI-00611-000_AUCseg_t2.nii.gz,0.2692,0.3589,0.4629,0.3744
BraTS-GLI-00499-000_AUCseg_cc.nii.gz,0.2795,0.0201,0.6569,0.4652
BraTS-GLI-00499-000_AUCseg_t2.nii.gz,0.2918,0.2615,0.6569,0.4652
BraTS-GLI-00504-000_AUCseg_cc.nii.gz,0.9186,0,0.5306,0.9538
BraTS-GLI-00504-000_AUCseg_t2.nii.gz,0.2333,0.02,0.5306,0.9538
BraTS-GLI-00366-000_AUCseg_cc.nii.gz,0.0384,0,0.0984,0.1695
BraTS-GLI-00366-000_AUCseg_t2.nii.gz,0.0356,0.0854,0.0984,0.1694
BraTS-GLI-00258-000_AUCseg_cc.nii.gz,0.1602,0,0.1815,0.1921
BraTS-GLI-00258-000_AUCseg_t2.nii.gz,0.1341,0,0.1815,0.1923
BraTS-GLI-01115-000_AUCseg_cc.nii.gz,0.3695,0.3389,0.722,0.7193
BraTS-GLI-01115-000_AUCseg_t2.nii.gz,0.4094,0.291,0.722,0.7194
BraTS-GLI-01286-000_AUCseg_cc.nii.gz,0.6995,0.8346,0.819,0.751
BraTS-GLI-01286-000_AUCseg_t2.nii.gz,0.6756,0.3052,0.819,0.751
BraTS-GLI-00334-000_AUCseg_cc.nii.gz,0.5258,0.0413,0.8257,0.8278
BraTS-GLI-00334-000_AUCseg_t2.nii.gz,0.5741,0.3958,0.8257,0.8279
BraTS-GLI-00314-000_AUCseg_cc.nii.gz,0.209,0.7979,0.8635,0.5497
BraTS-GLI-00314-000_AUCseg_t2.nii.gz,0.2337,0.3583,0.8635,0.5497
BraTS-GLI-00052-000_AUCseg_cc.nii.gz,0.7847,0.0133,0.3585,0.656
BraTS-GLI-00052-000_AUCseg_t2.nii.gz,0.5553,0.0883,0.3585,0.6557
BraTS-GLI-01528-000_AUCseg_cc.nii.gz,0.2248,0,0.0549,0.8526
BraTS-GLI-01528-000_AUCseg_t2.nii.gz,0.2262,0.6763,0.0549,0.8526
BraTS-GLI-01202-000_AUCseg_cc.nii.gz,0.8319,0.0178,0.8302,0.905
BraTS-GLI-01202-000_AUCseg_t2.nii.gz,0.551,0.2384,0.8302,0.905
BraTS-GLI-00425-000_AUCseg_cc.nii.gz,0.4803,0,0.5518,0.5022
BraTS-GLI-00425-000_AUCseg_t2.nii.gz,0.4631,0,0.5518,0.5022
BraTS-GLI-00675-001_AUCseg_cc.nii.gz,0.0434,0,0,0.0371
BraTS-GLI-00675-001_AUCseg_t2.nii.gz,0.0519,0,0,0.0371
BraTS-GLI-01059-000_AUCseg_cc.nii.gz,0.4564,0.3248,0.8248,0.7033
BraTS-GLI-01059-000_AUCseg_t2.nii.gz,0.4959,0.1496,0.8248,0.7034
BraTS-GLI-01140-000_AUCseg_cc.nii.gz,0.388,0.0034,0.7031,0.922
BraTS-GLI-01140-000_AUCseg_t2.nii.gz,0.5889,0.9084,0.7031,0.922
BraTS-GLI-00327-000_AUCseg_cc.nii.gz,0.8557,0.0019,0.7475,0.8735
BraTS-GLI-00327-000_AUCseg_t2.nii.gz,0.5571,0.0033,0.7475,0.8718
BraTS-GLI-00117-000_AUCseg_cc.nii.gz,0.0794,0.0468,0.0361,0.7774
BraTS-GLI-00117-000_AUCseg_t2.nii.gz,0.0161,0.0104,0.0361,0.7752
BraTS-GLI-01078-000_AUCseg_cc.nii.gz,0.6938,0.9419,0.5973,0.9256
BraTS-GLI-01078-000_AUCseg_t2.nii.gz,0.7096,0.9608,0.5973,0.9255
BraTS-GLI-01124-000_AUCseg_cc.nii.gz,0.5687,0.197,0.8259,0.8533
BraTS-GLI-01124-000_AUCseg_t2.nii.gz,0.655,0.6806,0.8259,0.8534
BraTS-GLI-00485-000_AUCseg_cc.nii.gz,0.0581,0,0.008,0.0894
BraTS-GLI-00485-000_AUCseg_t2.nii.gz,0.0771,0,0.008,0.0897
BraTS-GLI-01226-000_AUCseg_cc.nii.gz,0.639,0.6354,0.7995,0.7378
BraTS-GLI-01226-000_AUCseg_t2.nii.gz,0.4227,0.2137,0.7995,0.7378
BraTS-GLI-00466-000_AUCseg_cc.nii.gz,0.8576,0.8058,0.7193,0.9174
BraTS-GLI-00466-000_AUCseg_t2.nii.gz,0.5769,0.0673,0.7193,0.9174
BraTS-GLI-01004-000_AUCseg_cc.nii.gz,0.7285,0.0036,0.825,0.8746
BraTS-GLI-01004-000_AUCseg_t2.nii.gz,0.7584,0.4327,0.825,0.8746
BraTS-GLI-01328-000_AUCseg_cc.nii.gz,0.677,0.0022,0.7071,0.9517
BraTS-GLI-01328-000_AUCseg_t2.nii.gz,0.6233,0.5942,0.7071,0.9517
BraTS-GLI-01026-000_AUCseg_cc.nii.gz,0.8114,0.0123,0.6475,0.8996
BraTS-GLI-01026-000_AUCseg_t2.nii.gz,0.5274,0.3546,0.6475,0.8996
BraTS-GLI-00715-000_AUCseg_cc.nii.gz,0.1158,0.1059,0.5516,0.205
BraTS-GLI-00715-000_AUCseg_t2.nii.gz,0.0785,0.0391,0.5516,0.2044
BraTS-GLI-00649-001_AUCseg_cc.nii.gz,0.5252,0.0021,0.6453,0.7833
BraTS-GLI-00649-001_AUCseg_t2.nii.gz,0.5233,0.6336,0.6453,0.7833
BraTS-GLI-00419-000_AUCseg_cc.nii.gz,0.6181,0,0.5657,0.6932
BraTS-GLI-00419-000_AUCseg_t2.nii.gz,0.6476,0.4722,0.5657,0.6932
BraTS-GLI-01176-000_AUCseg_cc.nii.gz,0.0028,0,0.0047,0.293
BraTS-GLI-01176-000_AUCseg_t2.nii.gz,0.003,0.0431,0.0047,0.293
BraTS-GLI-01213-000_AUCseg_cc.nii.gz,0.0798,0.7657,0.1566,0.8104
BraTS-GLI-01213-000_AUCseg_t2.nii.gz,0.0536,0.6797,0.1566,0.81
BraTS-GLI-01049-000_AUCseg_cc.nii.gz,0.345,0.0284,0.336,0.3813
BraTS-GLI-01049-000_AUCseg_t2.nii.gz,0.3737,0.0068,0.336,0.3814
BraTS-GLI-00296-000_AUCseg_cc.nii.gz,0.6268,0.3455,0.718,0.681
BraTS-GLI-00296-000_AUCseg_t2.nii.gz,0.6459,0.3501,0.718,0.6824
BraTS-GLI-00469-001_AUCseg_cc.nii.gz,0.2638,0.8149,0.7405,0.4742
BraTS-GLI-00469-001_AUCseg_t2.nii.gz,0.038,0.1781,0.7405,0.4742
BraTS-GLI-00436-000_AUCseg_cc.nii.gz,0.6162,0.0001,0.7108,0.9465
BraTS-GLI-00436-000_AUCseg_t2.nii.gz,0.7855,0.841,0.7108,0.9465
BraTS-GLI-00235-000_AUCseg_cc.nii.gz,0.7522,0.0001,0.8219,0.9342
BraTS-GLI-00235-000_AUCseg_t2.nii.gz,0.839,0.8453,0.8219,0.9342
BraTS-GLI-00830-000_AUCseg_cc.nii.gz,0.858,0.8317,0.8822,0.9019
BraTS-GLI-00830-000_AUCseg_t2.nii.gz,0.5112,0.0492,0.8822,0.9019
BraTS-GLI-01381-000_AUCseg_cc.nii.gz,0.8269,0.8688,0.9277,0.9273
BraTS-GLI-01381-000_AUCseg_t2.nii.gz,0.5379,0.2481,0.9277,0.9273
BraTS-GLI-01249-000_AUCseg_cc.nii.gz,0.5333,0.8361,0.7872,0.8572
BraTS-GLI-01249-000_AUCseg_t2.nii.gz,0.5362,0.8286,0.7872,0.8572
BraTS-GLI-01203-000_AUCseg_cc.nii.gz,0.8028,0.954,0.6844,0.8417
BraTS-GLI-01203-000_AUCseg_t2.nii.gz,0.4731,0.2336,0.6844,0.8116
BraTS-GLI-01066-000_AUCseg_cc.nii.gz,0.6381,0.4909,0.7693,0.7865
BraTS-GLI-01066-000_AUCseg_t2.nii.gz,0.6766,0.6406,0.7693,0.7865
BraTS-GLI-01197-000_AUCseg_cc.nii.gz,0,0,0.1435,0.161
BraTS-GLI-01197-000_AUCseg_t2.nii.gz,0,0.4776,0.1435,0.161
BraTS-GLI-00532-000_AUCseg_cc.nii.gz,0.8243,0.0157,0.5735,0.8931
BraTS-GLI-00532-000_AUCseg_t2.nii.gz,0.5718,0.1582,0.5735,0.8931
BraTS-GLI-01076-000_AUCseg_cc.nii.gz,0.8922,0.7654,0.8622,0.9022
BraTS-GLI-01076-000_AUCseg_t2.nii.gz,0.4291,0.0205,0.8622,0.9022
BraTS-GLI-01145-000_AUCseg_cc.nii.gz,0.6277,0.0026,0.606,0.9324
BraTS-GLI-01145-000_AUCseg_t2.nii.gz,0.6012,0.6279,0.606,0.9324
BraTS-GLI-01315-000_AUCseg_cc.nii.gz,0.5696,0,0.4632,0.9386
BraTS-GLI-01315-000_AUCseg_t2.nii.gz,0.744,0.8871,0.4632,0.9386
BraTS-GLI-00008-000_AUCseg_cc.nii.gz,0.0722,0,0.0084,0.0756
BraTS-GLI-00008-000_AUCseg_t2.nii.gz,0.0727,0,0.0084,0.0757
BraTS-GLI-00292-000_AUCseg_cc.nii.gz,0.3911,0,0.1581,0.462
BraTS-GLI-00292-000_AUCseg_t2.nii.gz,0.4788,0.0708,0.1581,0.462
BraTS-GLI-01112-000_AUCseg_cc.nii.gz,0.6201,0.0355,0.6606,0.9403
BraTS-GLI-01112-000_AUCseg_t2.nii.gz,0.7347,0.8293,0.6606,0.9404
BraTS-GLI-01093-000_AUCseg_cc.nii.gz,0.891,0.8925,0.9496,0.9239
BraTS-GLI-01093-000_AUCseg_t2.nii.gz,0.5513,0.0763,0.9496,0.9239
BraTS-GLI-00686-000_AUCseg_cc.nii.gz,0.8394,0.0237,0.3652,0.7704
BraTS-GLI-00686-000_AUCseg_t2.nii.gz,0.4239,0.0444,0.3652,0.7704
BraTS-GLI-01165-000_AUCseg_cc.nii.gz,0.1619,0.7861,0.7195,0.2709
BraTS-GLI-01165-000_AUCseg_t2.nii.gz,0.1319,0.1461,0.7195,0.2709
BraTS-GLI-01304-000_AUCseg_cc.nii.gz,0.8289,0.9388,0.7697,0.8685
BraTS-GLI-01304-000_AUCseg_t2.nii.gz,0.6321,0.3906,0.7697,0.8685
BraTS-GLI-00407-000_AUCseg_cc.nii.gz,0.8549,0.7858,0.8333,0.8807
BraTS-GLI-00407-000_AUCseg_t2.nii.gz,0.4555,0.0967,0.8333,0.8807
BraTS-GLI-01522-000_AUCseg_cc.nii.gz,0.7593,0.031,0.7496,0.8972
BraTS-GLI-01522-000_AUCseg_t2.nii.gz,0.5912,0.3144,0.7496,0.8972
BraTS-GLI-01287-000_AUCseg_cc.nii.gz,0.8759,0.9157,0.9052,0.9013
BraTS-GLI-01287-000_AUCseg_t2.nii.gz,0.374,0.1614,0.9052,0.9013
BraTS-GLI-00056-000_AUCseg_cc.nii.gz,0.8579,0.35,0.806,0.9026
BraTS-GLI-00056-000_AUCseg_t2.nii.gz,0.6432,0.0512,0.806,0.9025
BraTS-GLI-00157-000_AUCseg_cc.nii.gz,0.8381,0.7205,0.8411,0.861
BraTS-GLI-00157-000_AUCseg_t2.nii.gz,0.5049,0.0846,0.8411,0.861
BraTS-GLI-00332-000_AUCseg_cc.nii.gz,0.6783,0.1878,0.5035,0.7264
BraTS-GLI-00332-000_AUCseg_t2.nii.gz,0.6925,0.0854,0.5035,0.7264
BraTS-GLI-00725-001_AUCseg_cc.nii.gz,0.2704,0,0.0154,0.3441
BraTS-GLI-00725-001_AUCseg_t2.nii.gz,0.1288,0.0017,0.0154,0.3446
BraTS-GLI-00636-001_AUCseg_cc.nii.gz,0.0203,0,0.005,0.0674
BraTS-GLI-00636-001_AUCseg_t2.nii.gz,0.0265,0,0.005,0.0678
BraTS-GLI-00652-000_AUCseg_cc.nii.gz,0.7255,0.0002,0.2757,0.6958
BraTS-GLI-00652-000_AUCseg_t2.nii.gz,0.5479,0.1174,0.2757,0.6957
BraTS-GLI-00732-001_AUCseg_cc.nii.gz,0.0009,0,0.0011,0.0091
BraTS-GLI-00732-001_AUCseg_t2.nii.gz,0.0026,0,0.0011,0.0092
BraTS-GLI-00236-000_AUCseg_cc.nii.gz,0.7515,0.8546,0.8897,0.8855
BraTS-GLI-00236-000_AUCseg_t2.nii.gz,0.7738,0.8414,0.8897,0.8857
BraTS-GLI-01102-000_AUCseg_cc.nii.gz,0.5307,0,0.6976,0.6496
BraTS-GLI-01102-000_AUCseg_t2.nii.gz,0.5451,0.224,0.6976,0.6496
BraTS-GLI-00281-000_AUCseg_cc.nii.gz,0.8794,0.9349,0.7336,0.9
BraTS-GLI-00281-000_AUCseg_t2.nii.gz,0.4924,0.1265,0.7336,0.9001
BraTS-GLI-00646-001_AUCseg_cc.nii.gz,0.7869,0.8975,0.8804,0.8685
BraTS-GLI-00646-001_AUCseg_t2.nii.gz,0.3847,0.1878,0.8804,0.8685
BraTS-GLI-00582-000_AUCseg_cc.nii.gz,0.24,0.2982,0.4787,0.278
BraTS-GLI-00582-000_AUCseg_t2.nii.gz,0.0855,0.0134,0.4787,0.278
BraTS-GLI-00502-000_AUCseg_cc.nii.gz,0.2702,0.0141,0.5329,0.5083
BraTS-GLI-00502-000_AUCseg_t2.nii.gz,0.2968,0.3436,0.5329,0.5083
BraTS-GLI-01523-000_AUCseg_cc.nii.gz,0.1773,0.0071,0.0392,0.7751
BraTS-GLI-01523-000_AUCseg_t2.nii.gz,0.2084,0.3351,0.0392,0.7752
BraTS-GLI-01204-000_AUCseg_cc.nii.gz,0.1271,0,0.1135,0.1624
BraTS-GLI-01204-000_AUCseg_t2.nii.gz,0.1395,0.0307,0.1135,0.1625
BraTS-GLI-01071-000_AUCseg_cc.nii.gz,0.823,0.046,0.5841,0.8701
