brats_name,ED,TC,ET,WT
BraTS-GLI-01071-000_AUCseg_t2.nii.gz,0.5305,0.1149,0.5841,0.8701
BraTS-GLI-00159-000_AUCseg_cc.nii.gz,0.0168,0.0019,0.5898,0.5062
BraTS-GLI-00159-000_AUCseg_t2.nii.gz,0.0202,0.6245,0.5898,0.506
BraTS-GLI-01321-000_AUCseg_cc.nii.gz,0.744,0.8879,0.9416,0.9355
BraTS-GLI-01321-000_AUCseg_t2.nii.gz,0.718,0.7958,0.9416,0.9355
BraTS-GLI-01096-000_AUCseg_cc.nii.gz,0.8548,0.7808,0.595,0.9105
BraTS-GLI-01096-000_AUCseg_t2.nii.gz,0.4499,0.0919,0.595,0.9105
BraTS-GLI-01657-000_AUCseg_cc.nii.gz,0.9252,0,0.8378,0.9442
BraTS-GLI-01657-000_AUCseg_t2.nii.gz,0.5755,0.019,0.8378,0.9442
BraTS-GLI-01157-000_AUCseg_cc.nii.gz,0.2914,0.0174,0.2753,0.519
BraTS-GLI-01157-000_AUCseg_t2.nii.gz,0.3072,0.3679,0.2753,0.5191
BraTS-GLI-00655-000_AUCseg_cc.nii.gz,0.3553,0.0069,0.1728,0.3511
BraTS-GLI-00655-000_AUCseg_t2.nii.gz,0.0875,0.0209,0.1728,0.3512
BraTS-GLI-00350-000_AUCseg_cc.nii.gz,0.7967,0.0088,0.7451,0.9036
BraTS-GLI-00350-000_AUCseg_t2.nii.gz,0.522,0.3166,0.7451,0.9036
BraTS-GLI-01510-000_AUCseg_cc.nii.gz,0.1656,0.0164,0,0.5885
BraTS-GLI-01510-000_AUCseg_t2.nii.gz,0.1102,0.5437,0,0.5891
BraTS-GLI-01277-000_AUCseg_cc.nii.gz,0.8191,0.3568,0.7316,0.8584
BraTS-GLI-01277-000_AUCseg_t2.nii.gz,0.3064,0.1081,0.7316,0.8584
BraTS-GLI-01314-000_AUCseg_cc.nii.gz,0.7154,0,0.0225,0.5994
BraTS-GLI-01314-000_AUCseg_t2.nii.gz,0.6499,0.1782,0.0225,0.5999
BraTS-GLI-00730-000_AUCseg_cc.nii.gz,0.893,0.9014,0.7244,0.9104
BraTS-GLI-00730-000_AUCseg_t2.nii.gz,0.5066,0.1555,0.7244,0.91
BraTS-GLI-00543-000_AUCseg_cc.nii.gz,0.6715,0,0.2738,0.9255
BraTS-GLI-00543-000_AUCseg_t2.nii.gz,0.3875,0.0333,0.2738,0.9254
BraTS-GLI-01065-000_AUCseg_cc.nii.gz,0.774,0.0589,0.7094,0.8872
BraTS-GLI-01065-000_AUCseg_t2.nii.gz,0.7181,0.3418,0.7094,0.8869
BraTS-GLI-01166-000_AUCseg_cc.nii.gz,0.0315,0,0.7946,0.2521
BraTS-GLI-01166-000_AUCseg_t2.nii.gz,0.0358,0.4379,0.7946,0.2521
BraTS-GLI-00641-001_AUCseg_cc.nii.gz,0.0719,0.0385,0.5755,0.9011
BraTS-GLI-00641-001_AUCseg_t2.nii.gz,0.1405,0.749,0.5755,0.9011
BraTS-GLI-01407-000_AUCseg_cc.nii.gz,0.7578,0.7607,0.9034,0.8863
BraTS-GLI-01407-000_AUCseg_t2.nii.gz,0.7741,0.6404,0.9034,0.8863
BraTS-GLI-01341-000_AUCseg_cc.nii.gz,0,0,0,0
BraTS-GLI-01341-000_AUCseg_t2.nii.gz,0,0,0,0
BraTS-GLI-01298-000_AUCseg_cc.nii.gz,0.85,0,0.7223,0.89
BraTS-GLI-01298-000_AUCseg_t2.nii.gz,0.5048,0.1412,0.7223,0.89
BraTS-GLI-00099-001_AUCseg_cc.nii.gz,0.7209,0,0.2263,0.8376
BraTS-GLI-00099-001_AUCseg_t2.nii.gz,0.3912,0.0684,0.2263,0.8375
BraTS-GLI-00090-000_AUCseg_cc.nii.gz,0.9149,0.4336,0.7851,0.9354
BraTS-GLI-00090-000_AUCseg_t2.nii.gz,0.4742,0.0106,0.7851,0.9351
BraTS-GLI-00694-001_AUCseg_cc.nii.gz,0.5163,0,0.0094,0.4372
BraTS-GLI-00694-001_AUCseg_t2.nii.gz,0.5615,0.0025,0.0094,0.4379
BraTS-GLI-01521-000_AUCseg_cc.nii.gz,0.3815,0.0132,0.0244,0.8699
BraTS-GLI-01521-000_AUCseg_t2.nii.gz,0.3424,0.3844,0.0244,0.8701
BraTS-GLI-00676-000_AUCseg_cc.nii.gz,0.086,0.0019,0.4441,0.227
BraTS-GLI-00676-000_AUCseg_t2.nii.gz,0.0913,0.122,0.4441,0.227
BraTS-GLI-00020-000_AUCseg_cc.nii.gz,0.6927,0.937,0.8399,0.8737
BraTS-GLI-00020-000_AUCseg_t2.nii.gz,0.6787,0.9015,0.8399,0.8737
BraTS-GLI-01272-000_AUCseg_cc.nii.gz,0.7975,0.7989,0.8077,0.8395
BraTS-GLI-01272-000_AUCseg_t2.nii.gz,0.4131,0.1861,0.8077,0.8395
BraTS-GLI-01389-000_AUCseg_cc.nii.gz,0.8715,0.9425,0.9116,0.9147
BraTS-GLI-01389-000_AUCseg_t2.nii.gz,0.8745,0.8983,0.9116,0.9147
BraTS-GLI-00014-001_AUCseg_cc.nii.gz,0.1806,0,0.1674,0.2667
BraTS-GLI-00014-001_AUCseg_t2.nii.gz,0.1939,0,0.1674,0.2673
BraTS-GLI-01322-000_AUCseg_cc.nii.gz,0.0652,0.0082,0.0088,0.0553
BraTS-GLI-01322-000_AUCseg_t2.nii.gz,0.0345,0.0079,0.0088,0.0555
BraTS-GLI-01534-000_AUCseg_cc.nii.gz,0.0744,0.0195,0,0.4526
BraTS-GLI-01534-000_AUCseg_t2.nii.gz,0.1005,0.6009,0,0.4539
BraTS-GLI-00377-000_AUCseg_cc.nii.gz,0.7895,0,0.8427,0.864
BraTS-GLI-00377-000_AUCseg_t2.nii.gz,0.7692,0.1294,0.8427,0.864
BraTS-GLI-01509-000_AUCseg_cc.nii.gz,0.0073,0.0033,0,0.0837
BraTS-GLI-01509-000_AUCseg_t2.nii.gz,0.0111,0.2187,0,0.0843
BraTS-GLI-01082-000_AUCseg_cc.nii.gz,0.0596,0.0108,0.5387,0.7173
BraTS-GLI-01082-000_AUCseg_t2.nii.gz,0.0929,0.5141,0.5387,0.7172
BraTS-GLI-00621-000_AUCseg_cc.nii.gz,0,0,0,0
BraTS-GLI-00621-000_AUCseg_t2.nii.gz,0,0,0,0
BraTS-GLI-00003-000_AUCseg_cc.nii.gz,0.8027,0.0131,0.8465,0.938
BraTS-GLI-00003-000_AUCseg_t2.nii.gz,0.4828,0.3692,0.8465,0.938
BraTS-GLI-00555-000_AUCseg_cc.nii.gz,0.089,0.0818,0.386,0.1839
BraTS-GLI-00555-000_AUCseg_t2.nii.gz,0.0978,0.1084,0.386,0.184
BraTS-GLI-00045-000_AUCseg_cc.nii.gz,0.1462,0.7815,0.4218,0.198
BraTS-GLI-00045-000_AUCseg_t2.nii.gz,0.1021,0.0688,0.4218,0.198
BraTS-GLI-00124-000_AUCseg_cc.nii.gz,0.0005,0.0077,0.4522,0.6255
BraTS-GLI-00124-000_AUCseg_t2.nii.gz,0.0008,0.7145,0.4522,0.6255
BraTS-GLI-01248-000_AUCseg_cc.nii.gz,0.6813,0.0109,0.6913,0.886
BraTS-GLI-01248-000_AUCseg_t2.nii.gz,0.7651,0.8386,0.6913,0.886
BraTS-GLI-00480-001_AUCseg_cc.nii.gz,0.5312,0.1128,0.9355,0.773
BraTS-GLI-00480-001_AUCseg_t2.nii.gz,0.2702,0.1947,0.9355,0.773
BraTS-GLI-00588-000_AUCseg_cc.nii.gz,0.801,0,0.6665,0.8167
BraTS-GLI-00588-000_AUCseg_t2.nii.gz,0.5618,0.0053,0.6665,0.8167
BraTS-GLI-00088-000_AUCseg_cc.nii.gz,0.7819,0.0018,0.8469,0.8887
BraTS-GLI-00088-000_AUCseg_t2.nii.gz,0.8359,0.6299,0.8469,0.8887
BraTS-GLI-01462-000_AUCseg_cc.nii.gz,0.7773,0.1418,0.6923,0.8428
BraTS-GLI-01462-000_AUCseg_t2.nii.gz,0.7225,0.2964,0.6923,0.8413
BraTS-GLI-01119-000_AUCseg_cc.nii.gz,0.0468,0,0.2022,0.2309
BraTS-GLI-01119-000_AUCseg_t2.nii.gz,0.0522,0.0009,0.2022,0.2311
BraTS-GLI-00006-000_AUCseg_cc.nii.gz,0.8767,0.9703,0.8328,0.9324
BraTS-GLI-00006-000_AUCseg_t2.nii.gz,0.5034,0.4905,0.8328,0.9324
BraTS-GLI-00747-000_AUCseg_cc.nii.gz,0.1223,0.0825,0.6783,0.3229
BraTS-GLI-00747-000_AUCseg_t2.nii.gz,0.0842,0.3509,0.6783,0.3227
BraTS-GLI-00170-000_AUCseg_cc.nii.gz,0.1801,0,0.0279,0.1725
BraTS-GLI-00170-000_AUCseg_t2.nii.gz,0.1928,0,0.0279,0.1726
BraTS-GLI-00009-001_AUCseg_cc.nii.gz,0,0,0,0
BraTS-GLI-00009-001_AUCseg_t2.nii.gz,0,0,0,0
BraTS-GLI-00269-000_AUCseg_cc.nii.gz,0.7896,0.7899,0.8915,0.8634
BraTS-GLI-00269-000_AUCseg_t2.nii.gz,0.4332,0.1517,0.8915,0.8634
BraTS-GLI-01384-000_AUCseg_cc.nii.gz,0.7601,0.0205,0.8347,0.9017
BraTS-GLI-01384-000_AUCseg_t2.nii.gz,0.5064,0.3887,0.8347,0.9017
BraTS-GLI-00084-000_AUCseg_cc.nii.gz,0.6851,0.3242,0.6776,0.7903
BraTS-GLI-00084-000_AUCseg_t2.nii.gz,0.6977,0.2229,0.6776,0.7903
BraTS-GLI-01055-000_AUCseg_cc.nii.gz,0.7844,0.9205,0.842,0.8496
BraTS-GLI-01055-000_AUCseg_t2.nii.gz,0.7851,0.7638,0.842,0.8496
BraTS-GLI-00028-000_AUCseg_cc.nii.gz,0.0133,0,0.0613,0.0332
BraTS-GLI-00028-000_AUCseg_t2.nii.gz,0.0161,0,0.0613,0.0332
BraTS-GLI-00371-000_AUCseg_cc.nii.gz,0.9217,0.5433,0.8161,0.9247
BraTS-GLI-00371-000_AUCseg_t2.nii.gz,0.5027,0.035,0.8161,0.9247
BraTS-GLI-01486-000_AUCseg_cc.nii.gz,0.2638,0.0172,0,0.8709
BraTS-GLI-01486-000_AUCseg_t2.nii.gz,0.193,0.7347,0,0.8706
BraTS-GLI-01519-000_AUCseg_cc.nii.gz,0.1272,0.0002,0.0052,0.1136
BraTS-GLI-01519-000_AUCseg_t2.nii.gz,0.0271,0.0042,0.0052,0.1142
BraTS-GLI-00598-000_AUCseg_cc.nii.gz,0.4464,0.0045,0.5571,0.6392
BraTS-GLI-00598-000_AUCseg_t2.nii.gz,0.4818,0.2166,0.5571,0.6392
BraTS-GLI-00240-000_AUCseg_cc.nii.gz,0.8512,0.126,0.892,0.9126
BraTS-GLI-00240-000_AUCseg_t2.nii.gz,0.3262,0.2121,0.892,0.9126
BraTS-GLI-01012-000_AUCseg_cc.nii.gz,0.6994,0,0.6145,0.6906
BraTS-GLI-01012-000_AUCseg_t2.nii.gz,0.3548,0.0121,0.6145,0.6904
BraTS-GLI-01330-000_AUCseg_cc.nii.gz,0.4396,0.0003,0.7204,0.8724
BraTS-GLI-01330-000_AUCseg_t2.nii.gz,0.568,0.6542,0.7204,0.8725
BraTS-GLI-00103-000_AUCseg_cc.nii.gz,0.8882,0,0.6151,0.8908
BraTS-GLI-00103-000_AUCseg_t2.nii.gz,0.4772,0.0683,0.6151,0.8908
BraTS-GLI-00089-000_AUCseg_cc.nii.gz,0.7697,0.8161,0.9368,0.9183
BraTS-GLI-00089-000_AUCseg_t2.nii.gz,0.5515,0.4175,0.9368,0.9183
BraTS-GLI-01524-000_AUCseg_cc.nii.gz,0.0163,0.0023,0,0.8265
BraTS-GLI-01524-000_AUCseg_t2.nii.gz,0.0287,0.6669,0,0.8265
BraTS-GLI-00309-000_AUCseg_cc.nii.gz,0.7837,0.7564,0.7714,0.8112
BraTS-GLI-00309-000_AUCseg_t2.nii.gz,0.4362,0.0696,0.7714,0.8115
BraTS-GLI-01415-000_AUCseg_cc.nii.gz,0.6668,0.0021,0.5373,0.6882
BraTS-GLI-01415-000_AUCseg_t2.nii.gz,0.5776,0.2544,0.5373,0.6882
BraTS-GLI-00714-000_AUCseg_cc.nii.gz,0.4368,0.0037,0.5977,0.6097
BraTS-GLI-00714-000_AUCseg_t2.nii.gz,0.1619,0.3875,0.5977,0.6096
BraTS-GLI-00204-000_AUCseg_cc.nii.gz,0.5301,0.0112,0.4436,0.7108
BraTS-GLI-00204-000_AUCseg_t2.nii.gz,0.5898,0.1511,0.4436,0.7112
BraTS-GLI-01308-000_AUCseg_cc.nii.gz,0,0,0,0
BraTS-GLI-01308-000_AUCseg_t2.nii.gz,0,0,0,0
BraTS-GLI-01299-000_AUCseg_cc.nii.gz,0.8438,0.0237,0.7359,0.8761
BraTS-GLI-01299-000_AUCseg_t2.nii.gz,0.4562,0.0909,0.7359,0.8761
BraTS-GLI-00575-000_AUCseg_cc.nii.gz,0.6663,0.0026,0.8431,0.9464
BraTS-GLI-00575-000_AUCseg_t2.nii.gz,0.7082,0.6636,0.8431,0.9464
BraTS-GLI-01475-000_AUCseg_cc.nii.gz,0.8274,0.0191,0.6555,0.8729
BraTS-GLI-01475-000_AUCseg_t2.nii.gz,0.5222,0.1587,0.6555,0.8728
BraTS-GLI-01025-000_AUCseg_cc.nii.gz,0.4496,0,0.5512,0.8318
BraTS-GLI-01025-000_AUCseg_t2.nii.gz,0.4704,0.3149,0.5512,0.8318
BraTS-GLI-00608-001_AUCseg_cc.nii.gz,0.5586,0.1073,0.8039,0.8871
BraTS-GLI-00608-001_AUCseg_t2.nii.gz,0.6283,0.6181,0.8039,0.8868
BraTS-GLI-00638-000_AUCseg_cc.nii.gz,0.2538,0,0.0162,0.2426
BraTS-GLI-00638-000_AUCseg_t2.nii.gz,0.2655,0,0.0162,0.2426
BraTS-GLI-00797-000_AUCseg_cc.nii.gz,0.7945,0.0243,0.8473,0.9173
BraTS-GLI-00797-000_AUCseg_t2.nii.gz,0.5315,0.2508,0.8473,0.9173
BraTS-GLI-01060-000_AUCseg_cc.nii.gz,0.36,0.0142,0.856,0.9245
BraTS-GLI-01060-000_AUCseg_t2.nii.gz,0.4921,0.8522,0.856,0.9245
BraTS-GLI-00400-000_AUCseg_cc.nii.gz,0.0738,0.0399,0.707,0.4815
BraTS-GLI-00400-000_AUCseg_t2.nii.gz,0.0847,0.9013,0.707,0.481
BraTS-GLI-00214-000_AUCseg_cc.nii.gz,0.7208,0.0335,0.9245,0.9349
BraTS-GLI-00214-000_AUCseg_t2.nii.gz,0.6758,0.4405,0.9245,0.9348
BraTS-GLI-00318-000_AUCseg_cc.nii.gz,0.8427,0.9255,0.8297,0.8947
BraTS-GLI-00318-000_AUCseg_t2.nii.gz,0.631,0.4067,0.8297,0.8947
BraTS-GLI-01342-000_AUCseg_cc.nii.gz,0.2023,0.0601,0.9006,0.5782
BraTS-GLI-01342-000_AUCseg_t2.nii.gz,0.2429,0.3074,0.9006,0.578
BraTS-GLI-00455-000_AUCseg_cc.nii.gz,0.8946,0.1092,0.8172,0.9401
BraTS-GLI-00455-000_AUCseg_t2.nii.gz,0.5114,0.0739,0.8172,0.9401
BraTS-GLI-00395-000_AUCseg_cc.nii.gz,0.8228,0.6995,0.8905,0.8928
BraTS-GLI-00395-000_AUCseg_t2.nii.gz,0.5854,0.1893,0.8905,0.8928
BraTS-GLI-01143-000_AUCseg_cc.nii.gz,0.2471,0,0.4871,0.7766
BraTS-GLI-01143-000_AUCseg_t2.nii.gz,0.343,0.5177,0.4871,0.7762
BraTS-GLI-00402-000_AUCseg_cc.nii.gz,0.3793,0.4374,0.5148,0.4615
BraTS-GLI-00402-000_AUCseg_t2.nii.gz,0.0876,0.1455,0.5148,0.4543
BraTS-GLI-00058-000_AUCseg_cc.nii.gz,0.7156,0.8921,0.8143,0.8396
BraTS-GLI-00058-000_AUCseg_t2.nii.gz,0.6944,0.7253,0.8143,0.8396
BraTS-GLI-00478-001_AUCseg_cc.nii.gz,0.8715,0,0.3119,0.8818
BraTS-GLI-00478-001_AUCseg_t2.nii.gz,0.4435,0.0002,0.3119,0.8818
BraTS-GLI-01467-000_AUCseg_cc.nii.gz,0.8396,0.5553,0.8173,0.9137
BraTS-GLI-01467-000_AUCseg_t2.nii.gz,0.4558,0.1609,0.8173,0.9091
BraTS-GLI-00417-000_AUCseg_cc.nii.gz,0.8487,0.2094,0.6703,0.8944
BraTS-GLI-00417-000_AUCseg_t2.nii.gz,0.8517,0.4518,0.6703,0.8944
BraTS-GLI-00220-000_AUCseg_cc.nii.gz,0.6079,0.6744,0.8121,0.8178
BraTS-GLI-00220-000_AUCseg_t2.nii.gz,0.6113,0.65,0.8121,0.8178
BraTS-GLI-00612-001_AUCseg_cc.nii.gz,0.3832,0,0.0485,0.3297
BraTS-GLI-00612-001_AUCseg_t2.nii.gz,0.3854,0,0.0485,0.3305
BraTS-GLI-01505-000_AUCseg_cc.nii.gz,0.1644,0.004,0.0361,0.7314
BraTS-GLI-01505-000_AUCseg_t2.nii.gz,0.172,0.6039,0.0361,0.7314
BraTS-GLI-00820-000_AUCseg_cc.nii.gz,0.055,0.6833,0.6736,0.1267
BraTS-GLI-00820-000_AUCseg_t2.nii.gz,0.0305,0.0424,0.6736,0.1267
BraTS-GLI-00704-000_AUCseg_cc.nii.gz,0.0362,0.8972,0.7116,0.9528
BraTS-GLI-00704-000_AUCseg_t2.nii.gz,0.047,0.9284,0.7116,0.9528
BraTS-GLI-00767-000_AUCseg_cc.nii.gz,0.4064,0,0.6258,0.5322
BraTS-GLI-00767-000_AUCseg_t2.nii.gz,0.3998,0.3349,0.6258,0.5322
BraTS-GLI-00661-000_AUCseg_cc.nii.gz,0.4506,0.7759,0.5874,0.5211
BraTS-GLI-00661-000_AUCseg_t2.nii.gz,0.1388,0.1418,0.5874,0.5206
BraTS-GLI-00111-000_AUCseg_cc.nii.gz,0.7587,0.0173,0.504,0.8555
BraTS-GLI-00111-000_AUCseg_t2.nii.gz,0.5455,0.0611,0.504,0.8554
BraTS-GLI-00341-000_AUCseg_cc.nii.gz,0.4049,0.0431,0.7694,0.6902
BraTS-GLI-00341-000_AUCseg_t2.nii.gz,0.4512,0.7941,0.7694,0.6902
BraTS-GLI-01181-000_AUCseg_cc.nii.gz,0.6237,0.1118,0.615,0.7788
BraTS-GLI-01181-000_AUCseg_t2.nii.gz,0.6848,0.5106,0.615,0.7787
BraTS-GLI-00630-001_AUCseg_cc.nii.gz,0.8431,0.349,0.9159,0.907
BraTS-GLI-00630-001_AUCseg_t2.nii.gz,0.6481,0.006,0.9159,0.9071
BraTS-GLI-00518-000_AUCseg_cc.nii.gz,0.1721,0.6606,0.4761,0.2262
BraTS-GLI-00518-000_AUCseg_t2.nii.gz,0.0882,0.0698,0.4761,0.2262
BraTS-GLI-00705-000_AUCseg_cc.nii.gz,0.0435,0,0.184,0.0584
BraTS-GLI-00705-000_AUCseg_t2.nii.gz,0.0516,0.0092,0.184,0.0584
BraTS-GLI-01495-000_AUCseg_cc.nii.gz,0.783,0,0.8111,0.7978
BraTS-GLI-01495-000_AUCseg_t2.nii.gz,0.6132,0.0734,0.8111,0.7978
BraTS-GLI-01530-000_AUCseg_cc.nii.gz,0.0711,0.017,0.0125,0.7493
BraTS-GLI-01530-000_AUCseg_t2.nii.gz,0.0071,0.1722,0.0125,0.7492
BraTS-GLI-01008-000_AUCseg_cc.nii.gz,0.7984,0.749,0.8117,0.8502
BraTS-GLI-01008-000_AUCseg_t2.nii.gz,0.5117,0.0779,0.8117,0.8502
BraTS-GLI-00115-000_AUCseg_cc.nii.gz,0.2921,0.0071,0.6954,0.5393
BraTS-GLI-00115-000_AUCseg_t2.nii.gz,0.2951,0.4404,0.6954,0.5389
BraTS-GLI-00663-000_AUCseg_cc.nii.gz,0.5876,0.0207,0.773,0.6589
BraTS-GLI-00663-000_AUCseg_t2.nii.gz,0.0915,0.1181,0.773,0.6589
BraTS-GLI-01492-000_AUCseg_cc.nii.gz,0.7259,0,0.8077,0.8879
BraTS-GLI-01492-000_AUCseg_t2.nii.gz,0.4601,0.2763,0.8077,0.8822
BraTS-GLI-00009-000_AUCseg_cc.nii.gz,0.1453,0,0.0314,0.1477
BraTS-GLI-00009-000_AUCseg_t2.nii.gz,0.1543,0.0082,0.0314,0.1477
BraTS-GLI-01520-000_AUCseg_cc.nii.gz,0.0635,0.0032,0.0127,0.9372
BraTS-GLI-01520-000_AUCseg_t2.nii.gz,0.0454,0.927,0.0127,0.9373
BraTS-GLI-00036-001_AUCseg_cc.nii.gz,0.7753,0.0219,0.7452,0.9209
BraTS-GLI-00036-001_AUCseg_t2.nii.gz,0.5237,0.4035,0.7452,0.9208
BraTS-GLI-01343-000_AUCseg_cc.nii.gz,0.8306,0.8974,0.9091,0.9249
BraTS-GLI-01343-000_AUCseg_t2.nii.gz,0.5352,0.4418,0.9091,0.9249
BraTS-GLI-00305-000_AUCseg_cc.nii.gz,0.7703,0,0.7559,0.8046
BraTS-GLI-00305-000_AUCseg_t2.nii.gz,0.6924,0.2145,0.7559,0.8046
BraTS-GLI-01316-000_AUCseg_cc.nii.gz,0.9186,0.0743,0.7794,0.9455
BraTS-GLI-01316-000_AUCseg_t2.nii.gz,0.5583,0.054,0.7794,0.9455
BraTS-GLI-00068-000_AUCseg_cc.nii.gz,0.9016,0.915,0.7491,0.9111
BraTS-GLI-00068-000_AUCseg_t2.nii.gz,0.5673,0.176,0.7491,0.9111
BraTS-GLI-00606-000_AUCseg_cc.nii.gz,0.0825,0.015,0.4559,0.3476
BraTS-GLI-00606-000_AUCseg_t2.nii.gz,0.1003,0.4414,0.4559,0.347
BraTS-GLI-00569-000_AUCseg_cc.nii.gz,0.6702,0,0.6262,0.7547
BraTS-GLI-00569-000_AUCseg_t2.nii.gz,0.0062,0.1933,0.6262,0.7547
BraTS-GLI-01003-000_AUCseg_cc.nii.gz,0.4587,0.0042,0.4873,0.9313
BraTS-GLI-01003-000_AUCseg_t2.nii.gz,0.65,0.7101,0.4873,0.9313
BraTS-GLI-01318-000_AUCseg_cc.nii.gz,0.411,0,0.7341,0.8819
BraTS-GLI-01318-000_AUCseg_t2.nii.gz,0.4512,0.5321,0.7341,0.8818
BraTS-GLI-00421-000_AUCseg_cc.nii.gz,0.8896,0.3699,0.8041,0.8911
BraTS-GLI-00421-000_AUCseg_t2.nii.gz,0.3487,0.0246,0.8041,0.8912
BraTS-GLI-01014-000_AUCseg_cc.nii.gz,0.4534,0,0.8637,0.9404
BraTS-GLI-01014-000_AUCseg_t2.nii.gz,0.7142,0.9479,0.8637,0.9404
BraTS-GLI-00201-000_AUCseg_cc.nii.gz,0.7531,0,0.6567,0.8568
BraTS-GLI-00201-000_AUCseg_t2.nii.gz,0.6039,0.4856,0.6567,0.8568
BraTS-GLI-00549-001_AUCseg_cc.nii.gz,0.9277,0,0.7668,0.9399
BraTS-GLI-00549-001_AUCseg_t2.nii.gz,0.4922,0.0001,0.7668,0.9399
BraTS-GLI-01175-000_AUCseg_cc.nii.gz,0.4707,0.0267,0.7409,0.6027
BraTS-GLI-01175-000_AUCseg_t2.nii.gz,0.4043,0.1302,0.7409,0.6014
BraTS-GLI-01370-000_AUCseg_cc.nii.gz,0.7501,0,0.4349,0.7675
BraTS-GLI-01370-000_AUCseg_t2.nii.gz,0.3461,0.0028,0.4349,0.7675
BraTS-GLI-00186-000_AUCseg_cc.nii.gz,0.864,0.0589,0.7328,0.9234
BraTS-GLI-00186-000_AUCseg_t2.nii.gz,0.489,0.1382,0.7328,0.9234
BraTS-GLI-01028-000_AUCseg_cc.nii.gz,0.7378,0.7807,0.8513,0.839
BraTS-GLI-01028-000_AUCseg_t2.nii.gz,0.5111,0.4254,0.8513,0.8387
BraTS-GLI-00491-001_AUCseg_cc.nii.gz,0.8719,0.8781,0.816,0.9409
BraTS-GLI-00491-001_AUCseg_t2.nii.gz,0.6442,0.4038,0.816,0.941
BraTS-GLI-00831-000_AUCseg_cc.nii.gz,0.8279,0,0.7002,0.9127
BraTS-GLI-00831-000_AUCseg_t2.nii.gz,0.5283,0.1663,0.7002,0.9127
BraTS-GLI-00604-000_AUCseg_cc.nii.gz,0.1974,0,0.1778,0.3188
BraTS-GLI-00604-000_AUCseg_t2.nii.gz,0.0611,0.1283,0.1778,0.3189
BraTS-GLI-00493-000_AUCseg_cc.nii.gz,0.022,0.2872,0.0902,0.0901
BraTS-GLI-00493-000_AUCseg_t2.nii.gz,0.0298,0.0153,0.0902,0.0901
BraTS-GLI-01187-000_AUCseg_cc.nii.gz,0.1032,0.0693,0.1907,0.8497
BraTS-GLI-01187-000_AUCseg_t2.nii.gz,0.0473,0.0798,0.1907,0.85
BraTS-GLI-01361-000_AUCseg_cc.nii.gz,0.2684,0.8183,0.8472,0.7526
BraTS-GLI-01361-000_AUCseg_t2.nii.gz,0.2089,0.3639,0.8472,0.7342
BraTS-GLI-00824-000_AUCseg_cc.nii.gz,0.7295,0.0696,0.818,0.9128
BraTS-GLI-00824-000_AUCseg_t2.nii.gz,0.6334,0.2943,0.818,0.9128
BraTS-GLI-01041-000_AUCseg_cc.nii.gz,0.2931,0.0211,0.5377,0.8868
BraTS-GLI-01041-000_AUCseg_t2.nii.gz,0.4551,0.8382,0.5377,0.8868
BraTS-GLI-00545-001_AUCseg_cc.nii.gz,0.8924,0.0557,0.634,0.8918
BraTS-GLI-00545-001_AUCseg_t2.nii.gz,0.5716,0.0249,0.634,0.8918
BraTS-GLI-00192-000_AUCseg_cc.nii.gz,0.8144,0.2198,0.9316,0.8974
BraTS-GLI-00192-000_AUCseg_t2.nii.gz,0.8409,0.7559,0.9316,0.8974
BraTS-GLI-01424-000_AUCseg_cc.nii.gz,0.2798,0.0028,0.527,0.8038
BraTS-GLI-01424-000_AUCseg_t2.nii.gz,0.4363,0.787,0.527,0.803
BraTS-GLI-01033-000_AUCseg_cc.nii.gz,0.8402,0,0.608,0.8302
BraTS-GLI-01033-000_AUCseg_t2.nii.gz,0.7194,0.1864,0.608,0.8288
BraTS-GLI-00764-000_AUCseg_cc.nii.gz,0,0,0,0
BraTS-GLI-00764-000_AUCseg_t2.nii.gz,0,0,0,0
BraTS-GLI-01453-000_AUCseg_cc.nii.gz,0.1283,0.0027,0.0041,0.1326
BraTS-GLI-01453-000_AUCseg_t2.nii.gz,0.0878,0.0006,0.0041,0.1331
BraTS-GLI-00254-000_AUCseg_cc.nii.gz,0.8715,0.7699,0.907,0.9148
BraTS-GLI-00254-000_AUCseg_t2.nii.gz,0.6123,0.2533,0.907,0.9148
BraTS-GLI-01455-000_AUCseg_cc.nii.gz,0.8274,0.0051,0.7341,0.8678
BraTS-GLI-01455-000_AUCseg_t2.nii.gz,0.536,0.3243,0.7341,0.8678
BraTS-GLI-00580-000_AUCseg_cc.nii.gz,0.7382,0,0.2935,0.6167
BraTS-GLI-00580-000_AUCseg_t2.nii.gz,0.3715,0.0485,0.2935,0.6167
BraTS-GLI-00375-000_AUCseg_cc.nii.gz,0.9178,0.6762,0.7692,0.9342
BraTS-GLI-00375-000_AUCseg_t2.nii.gz,0.4564,0.0617,0.7692,0.93
BraTS-GLI-00707-000_AUCseg_cc.nii.gz,0.8678,0.6683,0.861,0.915
BraTS-GLI-00707-000_AUCseg_t2.nii.gz,0.1658,0.0654,0.861,0.915
BraTS-GLI-00098-001_AUCseg_cc.nii.gz,0.8896,0.0526,0.8709,0.9041
BraTS-GLI-00098-001_AUCseg_t2.nii.gz,0.5962,0.0573,0.8709,0.9027
BraTS-GLI-00646-000_AUCseg_cc.nii.gz,0.181,0.0481,0.4783,0.2627
BraTS-GLI-00646-000_AUCseg_t2.nii.gz,0.1546,0.0837,0.4783,0.2617
