sat_name,CP
SAT_0,0.6254136029411764
SAT_1,0.6348906400771952
SAT_2,0.6595918532043458
SAT_3,0.6945605267197708
SAT_4,0.7190526896480942
SAT_5,0.726416325696742
SAT_6,0.731729739611899
SAT_7,0.7251221611351227
SAT_8,0.7357282071271772
SAT_9,0.732298637667304
SAT_10,0.7421528797675586
SAT_11,0.7531651919723844
SAT_12,0.7665995350959551
SAT_13,0.7655260952138438
SAT_14,0.75374171607789
SAT_15,0.7615738034764804
SAT_16,0.7148122871450192
SAT_17,0.6118904632848909
