,TC,ED,ET,WT,brats_name
BraTS2021_00472,0.0,0.3229529530845372,0.05158074391135914,0.6856075437222657,BraTS2021_00472
BraTS2021_01653,0.3060840860116455,0.0516864663068486,0.2160815275211378,0.38512926609706405,BraTS2021_01653
BraTS2021_00774,0.3664278403275333,0.8832338752086334,0.23099969428309386,0.9237413096500366,BraTS2021_00774
BraTS2021_01645,0.0,0.42199153316442023,0.0679383429672447,0.7781354795439303,BraTS2021_01645
BraTS2021_01123,0.0,0.6000465744492571,0.24078260512146,0.88963112497706,BraTS2021_01123
BraTS2021_00052,0.04618841832324978,0.6279079050310549,0.60282490024724,0.7766889749716878,BraTS2021_00052
BraTS2021_01421,0.5791656501585752,0.5278898391694906,0.45988231785026706,0.9407311470421239,BraTS2021_01421
BraTS2021_00283,0.6134608634608635,0.2883690495664976,0.4094931999176707,0.8686116002529184,BraTS2021_00283
BraTS2021_00289,0.7433628318584071,0.45742473209729545,0.6291825580938151,0.6736260002577531,BraTS2021_00289
BraTS2021_01464,0.40441426146010184,0.1962565749026573,0.4456553520640068,0.8245201884900191,BraTS2021_01464
BraTS2021_00558,0.9342134213421343,0.8518368728955438,0.8061389537109062,0.9237190452380326,BraTS2021_00558
BraTS2021_01415,0.0004434589800443459,0.44356018491427235,0.41614875448436156,0.6043941391724322,BraTS2021_01415
BraTS2021_01177,0.0,0.25228385968382533,0.11154263321787201,0.3922353782682556,BraTS2021_01177
BraTS2021_00639,0.8465873512836568,0.9310368717870554,0.8222664704354601,0.961087972018317,BraTS2021_00639
BraTS2021_00753,0.0,0.002279313600989873,0.06545454545454546,0.046411615677758616,BraTS2021_00753
BraTS2021_00112,0.0,0.31359483697929763,0.21955733437655167,0.8557985118682307,BraTS2021_00112
BraTS2021_00453,0.9008805917576611,0.7956592879577213,0.8462761836149361,0.969269085310041,BraTS2021_00453
BraTS2021_00596,0.49657403882755996,0.2910667131682527,0.3255859050362901,0.9043347351992652,BraTS2021_00596
BraTS2021_00247,0.5566143497757847,0.8305369197389736,0.8351817210048103,0.9021511573011393,BraTS2021_00247
BraTS2021_00599,0.011747430249632892,0.2934509922591099,0.24060102707157802,0.9194071219405698,BraTS2021_00599
BraTS2021_00214,0.5079198848016756,0.4133594379822642,0.7466164869363827,0.9275848768042877,BraTS2021_00214
BraTS2021_00423,0.47404361553711727,0.4670200681560015,0.7378216626116607,0.746244337993287,BraTS2021_00423
BraTS2021_00419,0.750612629594722,0.6157187147286157,0.7013620312762737,0.7068309019176071,BraTS2021_00419
BraTS2021_01522,0.09807819748177601,0.3715207144629124,0.36561743341404357,0.9275065702258297,BraTS2021_01522
BraTS2021_01615,0.0,0.0,0.0,0.0,BraTS2021_01615
BraTS2021_01111,0.11555111555111555,0.8444247762745677,0.8328885771359734,0.9280803189574989,BraTS2021_01111
BraTS2021_00338,0.0,0.4926213543747503,0.14432651146425848,0.8751306271322211,BraTS2021_00338
