,TC,ED,ET,WT,brats_name
BraTS2021_00195,0.0,0.12408417770849571,0.12598994161512225,0.8481540389435126,BraTS2021_00195
BraTS2021_00593,0.06900856932069689,0.3054689023201404,0.6825100695540695,0.9372211599745061,BraTS2021_00593
BraTS2021_01153,0.7703431050348364,0.6682344569163456,0.6027865656856166,0.8506748685429761,BraTS2021_01153
BraTS2021_01312,0.7159367396593674,0.8382627452607126,0.6793909655072882,0.9010986598764145,BraTS2021_01312
BraTS2021_01046,0.7388793103448276,0.6325616975407913,0.8485678017550637,0.8290623688994546,BraTS2021_01046
BraTS2021_00347,0.8791091906265581,0.8696957814905846,0.7868556701030928,0.9449582799876385,BraTS2021_00347
BraTS2021_01323,0.5530566600397614,0.7786984126984127,0.8325070963099188,0.9508451113046197,BraTS2021_01323
BraTS2021_00234,0.056603063490271346,0.4471162693690267,0.4815235116294594,0.8628506219974359,BraTS2021_00234
BraTS2021_00109,0.0,0.3532791456140054,0.08066029484263927,0.7072870365025303,BraTS2021_00109
BraTS2021_01330,0.0722495894909688,0.36709092909804497,0.6237374485352922,0.9186337230678726,BraTS2021_01330
BraTS2021_01592,0.06623149180066869,0.13060942426467412,0.23781859931113664,0.5829907925024663,BraTS2021_01592
BraTS2021_00431,0.8344671201814059,0.7277894736842105,0.8143469971401335,0.8307830783078308,BraTS2021_00431
BraTS2021_00548,0.0034266465326983388,0.24905512599837892,0.23093435647169433,0.8658946104449026,BraTS2021_00548
BraTS2021_01381,0.7809975637902296,0.8322562475913794,0.8599234508282283,0.9479441335773177,BraTS2021_01381
BraTS2021_01535,0.14661909616038057,0.18854803432224776,0.0,0.8424820429048454,BraTS2021_01535
BraTS2021_01091,0.5789473684210527,0.17547897908063095,0.5006784260515604,0.26481220513448933,BraTS2021_01091
BraTS2021_01148,0.819672131147541,0.8863884457133261,0.9163386727688787,0.924336720928141,BraTS2021_01148
BraTS2021_00134,0.08187753661549321,0.28790809110065524,0.18359984399375975,0.8410063730619234,BraTS2021_00134
BraTS2021_00652,0.4602260609938153,0.33607983623336746,0.21633505247293391,0.8228209226638349,BraTS2021_00652
BraTS2021_00378,0.7990105132962276,0.7650559047938961,0.7105520008675849,0.7986708282905493,BraTS2021_00378
BraTS2021_01048,0.17144607843137255,0.06037089056585807,0.5365620816112696,0.7632261374824922,BraTS2021_01048
BraTS2021_00661,0.010568031704095112,0.5166755741327186,0.40173406336650386,0.77326208451809,BraTS2021_00661
BraTS2021_01398,0.8193224592220828,0.8791434396430048,0.9322856034148235,0.9147491635174497,BraTS2021_01398
BraTS2021_00594,0.001583627725666951,0.6686050371078451,0.7752099623515784,0.9048587791046024,BraTS2021_00594
BraTS2021_01594,1.0,0.0,0.0,0.0,BraTS2021_01594
BraTS2021_00246,0.07749935417204856,0.4313222079589217,0.8818897637795275,0.729993709234182,BraTS2021_00246
BraTS2021_00477,0.0,0.1322970686929754,0.0004940177537630259,0.2557219502501942,BraTS2021_00477
BraTS2021_00367,0.0,0.5711588708824817,0.2820861038113547,0.831741135365681,BraTS2021_00367
BraTS2021_00318,0.9191891000431329,0.8493825216591577,0.8567760394695817,0.8945655754608588,BraTS2021_00318
BraTS2021_00070,0.8942519787206435,0.7780107466275881,0.7794061976096479,0.857410386713995,BraTS2021_00070
BraTS2021_00590,0.0,0.30589202802953724,0.1297615676502237,0.92072773283233,BraTS2021_00590
BraTS2021_01504,0.0011473152822395595,0.28733581968542243,0.00021984464311886268,0.47919500310325247,BraTS2021_01504
BraTS2021_00622,0.7841191066997518,0.2787574038211078,0.6973967508318654,0.3376359526658689,BraTS2021_00622
BraTS2021_00343,0.8290086493679308,0.8020396221683525,0.8064190326562676,0.8515000925543579,BraTS2021_00343
BraTS2021_00136,0.0,0.39370169792048104,0.34377214113646026,0.8190256628041012,BraTS2021_00136
BraTS2021_01395,0.0,0.272525608403471,0.15912917498727436,0.7604661506983365,BraTS2021_01395
BraTS2021_01163,0.39085855466337244,0.651253534204843,0.7415254237288136,0.8219124833407374,BraTS2021_01163
BraTS2021_01103,0.06697459584295612,0.40819055359647627,0.06666235027516995,0.9612645364287689,BraTS2021_01103
BraTS2021_00298,0.047311827956989246,0.6176316298075596,0.6844380403458213,0.8256508632502055,BraTS2021_00298
BraTS2021_01576,0.8863710542266984,0.9300385206839324,0.8949556180991557,0.9655317972813388,BraTS2021_01576
BraTS2021_00649,0.00022413627485511192,0.14975938402309913,0.36088750591896096,0.5307665129425766,BraTS2021_00649
BraTS2021_01227,0.0,0.09130558839114662,0.40900777320530407,0.8180683002829616,BraTS2021_01227
BraTS2021_01314,0.6570380559376433,0.4188240816805539,0.0992024419062623,0.8796122768748655,BraTS2021_01314
BraTS2021_00469,0.0037968675842429997,0.21234025197135864,0.1339508895750625,0.714513823608947,BraTS2021_00469
BraTS2021_01410,0.09061008315482315,0.41792379945512953,0.4140849524270129,0.9583331156380127,BraTS2021_01410
BraTS2021_00297,0.03204172876304024,0.2294917876154511,0.3810663244219182,0.9117676878171641,BraTS2021_00297
BraTS2021_01475,0.07882718909259381,0.7636382355969348,0.6698377674485901,0.9248127222862902,BraTS2021_01475
BraTS2021_01050,0.0,0.17038949726231956,0.2690264734627969,0.5633870579745008,BraTS2021_01050
BraTS2021_01098,0.8907865168539326,0.8757017167820034,0.8008433790163634,0.9068202028388433,BraTS2021_01098
BraTS2021_01082,0.7804126078257733,0.3373431734317343,0.667728540782411,0.9353112069724447,BraTS2021_01082
BraTS2021_01364,0.0,0.0,0.0,0.0,BraTS2021_01364
BraTS2021_00602,0.0,0.0,0.0,0.0,BraTS2021_00602
BraTS2021_01423,0.33202614379084966,0.8065951321643549,0.8845231296402056,0.9057410095145945,BraTS2021_01423
BraTS2021_00591,0.0,0.29489053796472786,0.152727667898283,0.6881444318886334,BraTS2021_00591
BraTS2021_01417,0.43934001941119377,0.7395578475467718,0.6289467436891667,0.8214686248331108,BraTS2021_01417
BraTS2021_00217,0.0,0.15401935450000875,0.17959569196045239,0.951779069318516,BraTS2021_00217
BraTS2021_01369,0.8307436182019978,0.5004482820452696,0.28004793289394847,0.8528264662093659,BraTS2021_01369
BraTS2021_00505,0.028461373849775304,0.1641968631692807,0.1973119626012188,0.6046128105161193,BraTS2021_00505
BraTS2021_01276,0.6006878104700039,0.06968557001750186,0.499407231772377,0.2369116708699219,BraTS2021_01276
BraTS2021_00569,0.0,0.24625699100288326,0.26561643958649556,0.740753581650853,BraTS2021_00569
BraTS2021_01451,0.6731707317073171,0.20841127970622877,0.7396559078629319,0.658040915865059,BraTS2021_01451
BraTS2021_01331,0.8652849740932642,0.8564053919765634,0.8838862559241706,0.8808779379088478,BraTS2021_01331
BraTS2021_01434,0.0,0.4729040484539369,0.0,0.8298407097321859,BraTS2021_01434
BraTS2021_00747,0.37250781610373634,0.1149050535313037,0.26835849476300544,0.4840812351767792,BraTS2021_00747
BraTS2021_00312,0.1463320587384724,0.0496933930375166,0.21868680293364579,0.8986830449852427,BraTS2021_00312
BraTS2021_01201,0.8392606092163499,0.5205870955241232,0.2727465165797109,0.8788421420193573,BraTS2021_01201
BraTS2021_00412,0.0,0.09265421039160482,0.0008049832295160518,0.7439985393463575,BraTS2021_00412
BraTS2021_01256,0.007218844984802432,0.6630532971996387,0.8034780790409145,0.9089303742731112,BraTS2021_01256
BraTS2021_00739,0.0,0.37648418051624755,0.08909507868307984,0.4032519173205335,BraTS2021_00739
BraTS2021_00379,0.24862431215607803,0.6254490822392057,0.6473973146372115,0.8825575550417212,BraTS2021_00379
BraTS2021_00127,0.4005012531328321,0.34966217386784937,0.09252057877178783,0.9274036208050062,BraTS2021_00127
BraTS2021_01295,0.6571572653267056,0.4274922918807811,0.7174030937685614,0.7914426817009746,BraTS2021_01295
BraTS2021_00549,0.0,0.21435985539926267,0.14151192678181077,0.9336062266343214,BraTS2021_00549
BraTS2021_01541,0.6856678033976785,0.5048606754013656,0.3543969641973272,0.9011852625050111,BraTS2021_01541
BraTS2021_01135,0.11422435321146739,0.42682378339480076,0.4907908513116954,0.9124947706038209,BraTS2021_01135
BraTS2021_00430,0.8995732574679943,0.8337855895590297,0.8545735562737108,0.871603197616419,BraTS2021_00430
BraTS2021_01339,0.9511020289008904,0.9053900663218148,0.9270101314938565,0.9180986906369788,BraTS2021_01339
BraTS2021_01007,0.9029867256637168,0.4147523833379993,0.6842692450725176,0.6960677042627783,BraTS2021_01007
BraTS2021_00689,0.0,0.21049481787764207,0.19324605572339712,0.41601529166808887,BraTS2021_00689
BraTS2021_01465,0.5931640161405174,0.824524078340262,0.646190063739534,0.8852744150637241,BraTS2021_01465
BraTS2021_01039,0.0,0.12126573117285191,0.0,0.1332798274435053,BraTS2021_01039
BraTS2021_01358,0.9268344147280688,0.8378917118043572,0.8758575767060595,0.9361151850625286,BraTS2021_01358
BraTS2021_01560,0.0,0.0,0.0,0.0,BraTS2021_01560
BraTS2021_00146,0.0,0.4942130309617531,0.03423350126732797,0.5521986824316404,BraTS2021_00146
BraTS2021_01555,0.0,0.6754032258064516,0.0,0.7305412262664887,BraTS2021_01555
BraTS2021_01530,0.018307106860022626,0.24880542282475832,0.016509755764770092,0.6430543429528776,BraTS2021_01530
BraTS2021_00133,0.0032671730784938333,0.46450460009214145,0.07267092944591144,0.737576622074868,BraTS2021_00133
BraTS2021_01468,0.022637670100470558,0.24112072517511332,0.1887215967953588,0.31896710083188273,BraTS2021_01468
BraTS2021_01275,0.4814083580125041,0.27667783531322976,0.4376094501225841,0.9243293656439197,BraTS2021_01275
BraTS2021_01084,0.3848257006151743,0.6490068371083244,0.8387738193869096,0.8388768981731288,BraTS2021_01084
BraTS2021_01145,0.3433595557612217,0.27953609787140093,0.3861547141008197,0.9151956263996839,BraTS2021_01145
BraTS2021_01122,0.9524765998473467,0.8982648547686547,0.9293284583699727,0.9277766042261487,BraTS2021_01122
BraTS2021_00281,0.943506853656604,0.8584953829910602,0.9124688364468426,0.8851372141067531,BraTS2021_00281
BraTS2021_00544,0.0,0.0,0.0,0.0,BraTS2021_00544
BraTS2021_00436,0.9278448607870234,0.6753769303750443,0.796664026641984,0.9438670845652459,BraTS2021_00436
BraTS2021_01265,0.05211454051417822,0.20795439989752787,0.806427568016972,0.9023000962347086,BraTS2021_01265
BraTS2021_01010,0.7237058456653626,0.5947657163413976,0.6919114324446453,0.8691315153372144,BraTS2021_01010
BraTS2021_00088,0.6232495746630022,0.1127999903569147,0.47567348919990293,0.8857261327087512,BraTS2021_00088
BraTS2021_01245,0.0,0.3453109301356771,0.1338602592475498,0.6910611285744804,BraTS2021_01245
BraTS2021_00421,0.6579292267365662,0.8822899839258586,0.699179936651191,0.9140993952904307,BraTS2021_00421
BraTS2021_01026,0.5702878202878203,0.10266135086856344,0.22877899370488372,0.91675801572132,BraTS2021_01026
BraTS2021_01459,0.0,0.0,0.0,0.0,BraTS2021_01459
BraTS2021_01634,0.8916630669546436,0.6220032896699251,0.828036040741708,0.8328609791726804,BraTS2021_01634
BraTS2021_01147,0.6529492455418381,0.5836823893644145,0.7965678627145086,0.7210940452874274,BraTS2021_01147
BraTS2021_00725,0.0,0.0,0.0,0.0,BraTS2021_00725
BraTS2021_01108,0.0,0.0,0.0,0.0,BraTS2021_01108
BraTS2021_00235,0.7252389410471115,0.10916064316270836,0.34025467477343124,0.9330013762264672,BraTS2021_00235
BraTS2021_00382,0.022044997730662,0.39248822725201277,0.39873447386922894,0.8559458995819678,BraTS2021_00382
BraTS2021_01545,0.0,0.28084559475270343,0.12458095207688133,0.5919529906853814,BraTS2021_01545
BraTS2021_01124,0.8670719911565565,0.5945045514966937,0.8123502471869218,0.8017889891088739,BraTS2021_01124
BraTS2021_01627,0.9414881010469963,0.8415461515200029,0.8968824940047961,0.9089880274938451,BraTS2021_01627
BraTS2021_00049,0.8713938497305295,0.685655477192239,0.37087242683097604,0.9522226466930561,BraTS2021_00049
BraTS2021_01126,0.9105662580268534,0.6440015631105901,0.9060510543840178,0.9295133676132886,BraTS2021_01126
BraTS2021_01204,0.18045977011494252,0.27801850333762734,0.2273483323120021,0.7200546959765759,BraTS2021_01204
BraTS2021_00022,0.7950327699206623,0.2806780493796831,0.4370880403025247,0.7048841571323106,BraTS2021_00022
BraTS2021_00628,0.0,0.0,0.0,0.0,BraTS2021_00628
BraTS2021_00043,0.7673044292317595,0.20413256505303337,0.21755572451878827,0.8565045236357202,BraTS2021_00043
BraTS2021_01034,0.0,0.18957988254780905,0.08013890743956191,0.43246026453731296,BraTS2021_01034
BraTS2021_00084,0.3633193863319386,0.7545474349199434,0.7355262159496169,0.8954057908115817,BraTS2021_00084
BraTS2021_01404,0.8909017713365539,0.4033880359978825,0.44146910698931335,0.6133447746114348,BraTS2021_01404
BraTS2021_00260,0.8794375288151222,0.912742939485484,0.8101850041068565,0.9367783146343461,BraTS2021_00260
BraTS2021_01117,0.7889996397261919,0.44238582805135707,0.8583612118927578,0.9083213113714549,BraTS2021_01117
BraTS2021_01272,0.780464824120603,0.7105839836992042,0.8292921604871154,0.7732093225470863,BraTS2021_01272
BraTS2021_01487,0.0005674563767910342,0.14793288082963435,0.13531926401298067,0.8313939215397457,BraTS2021_01487
BraTS2021_01461,0.879706014699265,0.5999881413550479,0.8469412372910563,0.7315122508551564,BraTS2021_01461
BraTS2021_01278,0.0,0.12954585169795935,0.4589822954067104,0.7275150326239925,BraTS2021_01278
BraTS2021_00370,0.8762610139190398,0.43754978826883567,0.7584803634640578,0.7472917363423536,BraTS2021_00370
BraTS2021_00587,0.015604165915888861,0.2515287992727874,0.25906620084606713,0.7453750976655353,BraTS2021_00587
BraTS2021_00441,0.8008830022075055,0.5154748330346962,0.9207815110451086,0.7204643263475522,BraTS2021_00441
BraTS2021_00128,0.0,0.04756556781396578,0.4245589159216798,0.905303626037571,BraTS2021_00128
BraTS2021_01014,0.9621405017322703,0.6659246675648761,0.8251560791506473,0.9655371221839462,BraTS2021_01014
BraTS2021_00504,0.00647576646767176,0.17289459007250418,0.2968535056881455,0.9504989707433213,BraTS2021_00504
BraTS2021_01588,0.028219266947778137,0.5645898147369601,0.5439649423644851,0.8213317875516267,BraTS2021_01588
BraTS2021_00390,0.0,0.24761229593745693,0.0710470949991908,0.508678553942859,BraTS2021_00390
BraTS2021_01379,0.19446688206785137,0.47090205263329105,0.48729327946824813,0.9459612775927981,BraTS2021_01379
BraTS2021_01577,0.6501147506780722,0.8211217674449618,0.8720063712384095,0.8584238599107845,BraTS2021_01577
BraTS2021_01355,0.0,0.0640500484099203,0.28531609170055305,0.864922021624026,BraTS2021_01355
BraTS2021_00580,0.8734989687939708,0.7569153224989567,0.8331212296504421,0.8648386800410921,BraTS2021_00580
BraTS2021_01469,0.0,0.3110813961461976,0.24166563390754742,0.7943798091050576,BraTS2021_01469
BraTS2021_00576,0.002147651006711409,0.37163934852066394,0.18633712308452793,0.8407426627457764,BraTS2021_00576
BraTS2021_00150,0.2257340564802693,0.755433267693525,0.42868955690968996,0.94611631331261,BraTS2021_00150
BraTS2021_01004,0.8366116437679154,0.49415295456897446,0.4681593900853239,0.7808078864861774,BraTS2021_01004
BraTS2021_00777,0.7975226298237256,0.13353072605402264,0.2434994224647968,0.7752196933994955,BraTS2021_00777
BraTS2021_01529,0.0683310927597465,0.12542185949045992,0.0,0.7837502238672318,BraTS2021_01529
BraTS2021_00784,0.0,0.8019273110182201,0.6251269789175926,0.9000809093472698,BraTS2021_00784
BraTS2021_01244,0.778751933986591,0.9022772662756082,0.858778848962898,0.9239890644385643,BraTS2021_01244
BraTS2021_00209,0.7498891352549889,0.7256985250029979,0.7829401462861852,0.8887116838378362,BraTS2021_00209
BraTS2021_01536,0.005582226191805292,0.43696099486153117,0.07724984266834486,0.6691452313401729,BraTS2021_01536
BraTS2021_01525,0.1445672191528545,0.35377989009356897,0.6486642005754213,0.7542008077517576,BraTS2021_01525
BraTS2021_01496,0.3364475218449048,0.14108008296394378,0.0012665607848656038,0.9224805530049722,BraTS2021_01496
BraTS2021_01466,0.8579218223175827,0.6056658557639488,0.7482579568995669,0.901853388658368,BraTS2021_01466
BraTS2021_00479,0.0,0.0,0.0,0.0,BraTS2021_00479
BraTS2021_00454,0.0019270723555448496,0.3512751214501612,0.11125647374282346,0.7048058476805209,BraTS2021_00454
BraTS2021_00201,0.0010221767921425714,0.3493098046170672,0.4886666399967996,0.9224757706076755,BraTS2021_00201
BraTS2021_00457,0.43462978528310536,0.8233723280455687,0.8465131422417571,0.9452225067161572,BraTS2021_00457
BraTS2021_01642,0.00043072947112574223,0.23710506088433997,0.5080705814289846,0.8853764650875289,BraTS2021_01642
BraTS2021_00359,0.5146462370437134,0.8335163317683038,0.706998094578209,0.8907829009461108,BraTS2021_00359
BraTS2021_00288,0.0,0.0,0.0,0.0,BraTS2021_00288
BraTS2021_01491,0.024640270854885734,0.21027633851468047,0.0,0.796463853753116,BraTS2021_01491
BraTS2021_00442,0.9520598822924404,0.32948428546622677,0.6877669902912621,0.9171626562367146,BraTS2021_00442
BraTS2021_00686,0.015055467511885896,0.22948735049575386,0.21672608572757196,0.8069317252998381,BraTS2021_00686
BraTS2021_01210,0.586,0.7046113390466837,0.7146760343481655,0.7534789915966387,BraTS2021_01210
BraTS2021_01646,0.0,0.4712883823994935,0.05173881721134325,0.7037225580655425,BraTS2021_01646
BraTS2021_00516,0.009340611226247117,0.6792315776458951,0.2691718574491984,0.5736764031387003,BraTS2021_00516
BraTS2021_00160,0.34062059238363895,0.8967164494487166,0.6723423838011965,0.9087385100489611,BraTS2021_00160
BraTS2021_00011,0.0,0.2148329217277355,0.2746452323143973,0.900331664173766,BraTS2021_00011
BraTS2021_01092,0.8627808561876037,0.8576850272253511,0.7538042440962643,0.9296250465232425,BraTS2021_01092
BraTS2021_01232,0.10475681453768039,0.8275036121015015,0.36271013754457465,0.8489700130378096,BraTS2021_01232
BraTS2021_01501,0.02354938525151291,0.1625589509990246,0.19395778259565147,0.9258868884293496,BraTS2021_01501
BraTS2021_01382,0.19469026548672566,0.6417482744013356,0.8989391663537364,0.9149566013918833,BraTS2021_01382
BraTS2021_01348,0.054345654345654346,0.2873289519636791,0.6558910620320251,0.7357438870457871,BraTS2021_01348
BraTS2021_01324,0.004481792717086834,0.5180238648267067,0.2811704775200893,0.9048489556389839,BraTS2021_01324
BraTS2021_00111,0.1621903218337578,0.6691027917602227,0.12582978838702685,0.9061252154007974,BraTS2021_00111
BraTS2021_01254,0.8435763208265111,0.6339198963618699,0.7117211673459374,0.907146055286707,BraTS2021_01254
BraTS2021_01025,0.40636347916306415,0.15336632428161517,0.6841691842900303,0.9228157867333125,BraTS2021_01025
BraTS2021_01641,0.16245666171371967,0.6868486038118153,0.39570177580853366,0.6583790947711243,BraTS2021_01641
BraTS2021_00765,0.0,0.12940424931763692,0.0,0.1748250891402105,BraTS2021_00765
BraTS2021_00532,0.0449438202247191,0.6657827918721031,0.36924244751895463,0.8184539343518085,BraTS2021_00532
BraTS2021_01403,0.49814000676361175,0.4733538186944132,0.7210268692297929,0.9190300093243937,BraTS2021_01403
BraTS2021_01320,0.31619062901155326,0.31120270867069044,0.35244183887311986,0.9199182446292498,BraTS2021_01320
BraTS2021_00567,0.45639597171630597,0.11968542639469157,0.5180444253213575,0.7351585313431066,BraTS2021_00567
BraTS2021_01030,0.0009618026930475406,0.25575275397796815,0.5599705575660922,0.8897709214660445,BraTS2021_01030
BraTS2021_01205,0.32222477591358306,0.0900695134061569,0.5786289203441577,0.3626727963477317,BraTS2021_01205
BraTS2021_00840,0.15215091678420312,0.15192982711132752,0.03660366036603661,0.9075684671049163,BraTS2021_00840
BraTS2021_00679,0.0,0.2393045810262516,0.17145761784045513,0.7688708361310759,BraTS2021_00679
BraTS2021_01172,0.10792601949923881,0.0034087569791360563,0.16683643699872425,0.4658232945203181,BraTS2021_01172
BraTS2021_01378,0.9704925999242484,0.46394082108367823,0.7277506199078994,0.9399641258061424,BraTS2021_01378
BraTS2021_00383,0.8719365689572321,0.8422563310486855,0.8297353245601065,0.8956274957932542,BraTS2021_00383
BraTS2021_00407,0.8326006087250591,0.7951819260772873,0.8066992323796232,0.8288356745803555,BraTS2021_00407
BraTS2021_00514,0.0,0.21578401184056073,0.3146690320434638,0.40225831040140564,BraTS2021_00514
BraTS2021_00045,0.7131336405529954,0.4354681568249773,0.8218474254439853,0.5645532910480291,BraTS2021_00045
BraTS2021_01292,0.4969874232231647,0.636891089445834,0.7269012527976672,0.9557769944482885,BraTS2021_01292
BraTS2021_00020,0.9302020036130727,0.6898014052690661,0.8741950017226301,0.8438985146671036,BraTS2021_00020
BraTS2021_00044,0.5607917059377945,0.22359651505338152,0.6615980094000553,0.3059134770940789,BraTS2021_00044
BraTS2021_00098,0.012016307846362921,0.16738959294876743,0.12375746858505479,0.33372009647350237,BraTS2021_00098
BraTS2021_01485,0.0,0.0,0.0,0.0,BraTS2021_01485
BraTS2021_00456,0.3551673944687045,0.7813910570477308,0.45497419469656525,0.9026618971849689,BraTS2021_00456
BraTS2021_01035,0.0,0.0,0.0,0.0,BraTS2021_01035
BraTS2021_01484,0.0014801110083256244,0.2071929329542248,0.0,0.45344244999215844,BraTS2021_01484
BraTS2021_00151,0.4588145461487067,0.4665451954955202,0.708921358878666,0.9193197800792737,BraTS2021_00151
BraTS2021_00071,0.894366741364655,0.5907103626377623,0.8532978268105949,0.7682503510956835,BraTS2021_00071
BraTS2021_01488,0.0,0.41880632205726614,0.4361994840928633,0.9109473075652461,BraTS2021_01488
BraTS2021_01471,0.008024915451783634,0.6228945444989201,0.8538849153464605,0.9247850630024462,BraTS2021_01471
BraTS2021_01271,0.3338191003594676,0.7743626761901143,0.6146226415094339,0.8903422913719944,BraTS2021_01271
BraTS2021_01599,0.8367129135538954,0.31028046940914783,0.6829242544206915,0.736338880484115,BraTS2021_01599
BraTS2021_00429,0.0,0.18072778385131968,0.3994183825613348,0.8963089795654379,BraTS2021_00429
BraTS2021_01373,0.7327162279433035,0.8333627344740976,0.7624796451232523,0.9101603072010636,BraTS2021_01373
BraTS2021_01059,0.236084452975048,0.5367323389888456,0.852942050078712,0.7811610128436898,BraTS2021_01059
BraTS2021_00126,0.10670771937541236,0.622007736795741,0.5742746651694183,0.9376605632583156,BraTS2021_00126
BraTS2021_00314,0.75793327908869,0.3984091856698419,0.7588555858310627,0.7125531802213709,BraTS2021_00314
BraTS2021_00491,0.5546729430224576,0.22784498667213451,0.3785295859935497,0.9262713951483807,BraTS2021_00491
BraTS2021_01175,0.0,0.28986992159657876,0.09234788565238516,0.3900180756576809,BraTS2021_01175
BraTS2021_00691,0.2044601647759134,0.04929839391377853,0.3966852819311836,0.720270257114207,BraTS2021_00691
BraTS2021_01389,0.9247044181705041,0.7154812773381204,0.8991187384044527,0.7931269337796026,BraTS2021_01389
BraTS2021_00742,0.0,0.2972453485051512,0.21580987695937975,0.7407410004101478,BraTS2021_00742
BraTS2021_00273,0.7712857586625624,0.6571799815575489,0.570357720036219,0.8735543968157228,BraTS2021_00273
BraTS2021_00444,0.0,0.34096557559092594,0.5606706977779427,0.839977418794511,BraTS2021_00444
BraTS2021_01456,0.7326171644433951,0.8120763885928641,0.7859026118480679,0.8909032207968417,BraTS2021_01456
BraTS2021_00405,0.3357434768940585,0.7773767210738811,0.8705119107957425,0.8226914717086966,BraTS2021_00405
BraTS2021_01414,0.23057681650015727,0.22052593003092655,0.2948972008917513,0.9361579380498689,BraTS2021_01414
BraTS2021_01303,0.026959767731231855,0.5916031228957761,0.40425097077457595,0.9742114668719306,BraTS2021_01303
BraTS2021_00764,0.0,0.0,0.0,0.0,BraTS2021_00764
BraTS2021_01181,0.3685636856368564,0.6532277417806576,0.5851528384279476,0.7541280089703941,BraTS2021_01181
BraTS2021_01193,0.005767584373451088,0.3275061377821161,0.17246888853883025,0.3285641745571851,BraTS2021_01193
BraTS2021_01476,0.5708742647738121,0.30663318567841324,0.003990284524635669,0.9458146341463415,BraTS2021_01476
BraTS2021_01157,0.05631290610268824,0.17080158801536624,0.2322304013433082,0.605588971983746,BraTS2021_01157
BraTS2021_00735,0.0,0.0,0.0,0.0,BraTS2021_00735
BraTS2021_01409,0.7327298713673178,0.32215747249588417,0.28992335512127143,0.8508346647567627,BraTS2021_01409
BraTS2021_00810,0.7000247096614777,0.355742480709674,0.3291504079460802,0.921748125511301,BraTS2021_00810
BraTS2021_01492,0.008760402978537012,0.352787963946674,0.47076910947293726,0.8049540123606989,BraTS2021_01492
BraTS2021_00751,0.824021567351492,0.49562380765141917,0.811240073304826,0.6383639973234677,BraTS2021_00751
BraTS2021_00636,0.0,0.0004489704291749148,0.0,0.00031898851641340914,BraTS2021_00636
BraTS2021_00734,0.0174959426829751,0.23987426282407923,0.08641144978612358,0.4847389244731858,BraTS2021_00734
BraTS2021_01065,0.7088995897984662,0.7527856503235694,0.607024298870909,0.9082036293635702,BraTS2021_01065
BraTS2021_00654,0.8095238095238095,0.2688702233179486,0.4671005061460593,0.6994373330470531,BraTS2021_00654
BraTS2021_01442,0.8499209185167829,0.29849131796185596,0.6575946959404381,0.9182116375582722,BraTS2021_01442
BraTS2021_01380,0.6083650190114068,0.7919859127372334,0.7541975624307509,0.8534105110833388,BraTS2021_01380
BraTS2021_00570,0.0,0.0,0.0,0.0,BraTS2021_00570
BraTS2021_01173,0.001392515230635335,0.2658061242289212,0.0015108935424409996,0.8213847904117684,BraTS2021_01173
BraTS2021_01298,0.027093596059113302,0.3887157042878672,0.37637922159307086,0.910987049643035,BraTS2021_01298
BraTS2021_00068,0.9326213592233009,0.8883177220794305,0.7618105786618445,0.9009539855649917,BraTS2021_00068
BraTS2021_01350,0.0,0.0,0.0,0.0,BraTS2021_01350
BraTS2021_01527,0.02754715780767885,0.24258059860361905,0.0031597478220309655,0.8940377995713451,BraTS2021_01527
BraTS2021_00418,0.8870622677626393,0.7414186896371705,0.927706104468219,0.7807019800938001,BraTS2021_00418
BraTS2021_00238,0.33361415332771693,0.6015175326115252,0.6962156689026705,0.7960225187483121,BraTS2021_00238
BraTS2021_01370,0.0,0.4411159110178045,0.11377394065694155,0.7630705092469157,BraTS2021_01370
BraTS2021_00193,0.17651725505751686,0.8619724067450178,0.9112737402993655,0.94164905718973,BraTS2021_00193
BraTS2021_00106,0.13532982598138404,0.8304400787442486,0.7861723338901763,0.91481688739663,BraTS2021_00106
BraTS2021_01644,0.0,0.5996673260204999,0.4128943081403959,0.8718447201135592,BraTS2021_01644
BraTS2021_00222,0.0,0.5237696529909759,0.3825136612021858,0.9581165086776743,BraTS2021_00222
BraTS2021_00270,0.0,0.4201094019160446,0.2401715931127696,0.8455248926910398,BraTS2021_00270
BraTS2021_01252,0.4581005586592179,0.20550240756846191,0.32171581769436997,0.432945612469911,BraTS2021_01252
BraTS2021_01169,0.0,0.20160754406506123,0.0038036204832006763,0.42214156893055976,BraTS2021_01169
BraTS2021_01102,0.8791208791208791,0.5958994294313124,0.7387063655030801,0.6998895063013435,BraTS2021_01102
BraTS2021_01351,0.9393028176857111,0.7090559009337797,0.892418505863884,0.8059272963691819,BraTS2021_01351
BraTS2021_01137,0.28128724672228844,0.5466147421761366,0.56084571973611,0.9602788645532438,BraTS2021_01137
BraTS2021_01614,0.0,0.7085176381695972,0.530455241438548,0.8142652353282339,BraTS2021_01614
BraTS2021_01055,0.8954520990312164,0.7908125410722235,0.8135250896681409,0.876768145468255,BraTS2021_01055
BraTS2021_01242,0.13503396644946625,0.7176611561594751,0.8543619209092764,0.8947975699468984,BraTS2021_01242
BraTS2021_00078,0.9440528354607227,0.875392842065763,0.918365197240217,0.935559760282596,BraTS2021_00078
BraTS2021_01376,0.6826312988661017,0.3780111956726838,0.4622948580793481,0.9379884369157067,BraTS2021_01376
